  1   0.617981   0.458221
  2   0.617065   0.452576
  3   0.616302   0.449829
  4   0.614624   0.448914
  5   0.615997   0.450745
  6   0.619049   0.453949
  7   0.621643   0.458679
  8   0.624847   0.463409
  9   0.626984   0.469513
 10   0.630493   0.475616
 11   0.634766   0.482941
 12   0.638123   0.490875
 13   0.643311   0.498352
 14   0.648193   0.507050
 15   0.651703   0.514832
 16   0.655060   0.523071
 17   0.659485   0.529633
 18   0.663910   0.535583
 19   0.669098   0.542297
 20   0.675049   0.549469
 21   0.681000   0.556335
 22   0.685425   0.563202
 23   0.690765   0.570068
 24   0.697632   0.577240
 25   0.704803   0.583649
 26   0.711670   0.590363
 27   0.720825   0.596161
 28   0.732574   0.597076
 29   0.744934   0.600586
 30   0.755615   0.605469
 31   0.765991   0.612183
 32   0.776215   0.619507
 33   0.785065   0.627594
 34   0.794983   0.636292
 35   0.803375   0.645599
 36   0.810852   0.655518
 37   0.819397   0.665131
 38   0.826721   0.675964
 39   0.834503   0.686188
 40   0.841827   0.697632
 41   0.848389   0.709076
 42   0.854340   0.720978
 43   0.861053   0.733185
 44   0.868378   0.744934
 45   0.875702   0.758057
 46   0.883026   0.770721
 47   0.890045   0.783997
 48   0.896454   0.797272
 49   0.902100   0.810547
 50   0.908203   0.824432
 51   0.914307   0.838013
 52   0.919800   0.851746
 53   0.925140   0.865021
 54   0.929565   0.878906
 55   0.935822   0.892944
 56   0.941162   0.906372
 57   0.946350   0.920563
 58   0.951996   0.933380
 59   0.959015   0.947113
 60   0.965271   0.960388
 61   0.970459   0.973511
 62   0.976105   0.986023
 63   0.981140   1.006775
 64   0.985413   1.029816
 65   0.992584   1.049805
 66   1.000366   1.067352
 67   1.006622   1.082306
 68   1.012268   1.094971
 69   1.016998   1.104736
 70   1.022339   1.112976
 71   1.028137   1.119995
 72   1.033783   1.125946
 73   1.041260   1.128845
 74   1.053772   1.105804
 75   1.066437   1.083527
 76   1.079102   1.067352
 77   1.091919   1.056671
 78   1.102753   1.048737
 79   1.112823   1.044006
 80   1.121979   1.041718
 81   1.130219   1.040649
 82   1.138611   1.041870
 83   1.145935   1.044159
 84   1.153870   1.047363
 85   1.162262   1.051331
 86   1.169586   1.056976
 87   1.175995   1.062775
 88   1.182251   1.069946
 89   1.187744   1.077728
 90   1.193390   1.085815
 91   1.200256   1.095734
 92   1.206360   1.106262
 93   1.212463   1.116638
 94   1.220703   1.128235
 95   1.228180   1.140594
 96   1.233063   1.152649
 97   1.238251   1.165009
 98   1.243286   1.178894
 99   1.249237   1.192169
100   1.255035   1.206818
101   1.261139   1.221008
102   1.265717   1.235657
103   1.270447   1.250610
104   1.276398   1.262665
105   1.281281   1.270447
106   1.287537   1.274719
107   1.293945   1.275787
108   1.286926   1.275635
109   1.239319   1.336823
110   1.204224   1.410522
111   1.176910   1.471100
112   1.155548   1.521301
113   1.138611   1.561584
114   1.126404   1.594238
115   1.117096   1.620789
116   1.112061   1.641083
117   1.129456   1.652222
118   1.174164   1.591492
119   1.220703   1.538696
120   1.260376   1.501160
121   1.294861   1.473083
122   1.325073   1.452026
123   1.351318   1.436462
124   1.374054   1.424866
125   1.394501   1.416473
126   1.410370   1.410828
127   1.423492   1.405792
128   1.437225   1.402130
129   1.448517   1.400452
130   1.458588   1.400299
131   1.469574   1.400299
132   1.480713   1.401825
133   1.490784   1.403503
134   1.500092   1.406250
135   1.506653   1.409912
136   1.512604   1.413727
137   1.519928   1.418915
138   1.526031   1.424713
139   1.532440   1.431122
140   1.539001   1.438751
141   1.545868   1.447144
142   1.551819   1.455994
143   1.558533   1.465454
144   1.563721   1.475372
145   1.569519   1.485901
146   1.576080   1.494904
147   1.582947   1.504517
148   1.588898   1.513824
149   1.592102   1.598663
150   1.596680   1.730042
151   1.602478   1.840820
152   1.607666   1.933746
153   1.614685   2.010345
154   1.621246   2.072754
155   1.628265   2.123566
156   1.636505   2.165222
157   1.644592   2.198944
158   1.651764   2.224731
159   1.659088   2.245483
160   1.666260   2.260742
161   1.674500   2.256317
162   1.686249   2.176208
163   1.696320   2.088165
164   1.704865   2.017670
165   1.713715   1.963501
166   1.722412   1.920013
167   1.731720   1.885986
168   1.740265   1.858978
169   1.746674   1.837616
170   1.753693   1.820831
171   1.759949   1.806641
172   1.766663   1.795959
173   1.774750   1.787262
174   1.782074   1.780396
175   1.786346   1.773376
176   1.790771   1.767731
177   1.796112   1.763000
178   1.801147   1.759033
179   1.807556   1.755829
180   1.813660   1.752319
181   1.818695   1.750641
182   1.824799   1.749420
183   1.833344   1.749573
184   1.840668   1.750183
185   1.847534   1.751709
186   1.853943   1.754150
187   1.858673   1.760254
188   1.863098   1.770020
189   1.867065   1.845245
190   1.872711   2.013245
191   1.879883   2.159119
192   1.888275   2.284851
193   1.896820   2.392120
194   1.904602   2.483215
195   1.911926   2.560272
196   1.920776   2.625427
197   1.930237   2.680054
198   1.937561   2.725220
199   1.946564   2.762756
200   1.955414   2.792816
201   1.963043   2.816772
202   1.969299   2.835846
203   1.978455   2.850494
204   1.987762   2.860870
205   1.996765   2.866669
206   2.003326   2.802887
207   2.010803   2.684479
208   2.017975   2.585754
209   2.026062   2.508698
210   2.031860   2.448578
211   2.038116   2.400818
212   2.044067   2.362823
213   2.049866   2.333221
214   2.057190   2.308350
215   2.064209   2.288666
216   2.071228   2.273560
217   2.077026   2.260742
218   2.081909   2.250214
219   2.087860   2.241669
220   2.094421   2.233734
221   2.100525   2.226868
222   2.104950   2.220764
223   2.109222   2.213745
224   2.116699   2.208252
225   2.122650   2.202454
