[Software Info]
Build,NTA 2.3 build 0033

[Sample Information]
Operator,""
Sample Description,"coffee"
Diluent,"aqua dest."
Concentration,"1:9"
Pre-treatmeant,""
Comments,""

[Results Summary]
Total Frames,1800
Processed Frames,1800
Valid Tracks,3494
Overall Drift (nm/s),78.97
X-Drift (nm/s),-44.71
Y-Drift (nm/s),65.10
Calibration (nm/pixel),166

Size Data - Volume Weighted,
Mode (nm),499.00
Mean (nm),592.55
Standard Deviation (nm),202.78
Size data - Model Fit,
Mean (nm),0.00
Standard Deviation (nm),0.00

User Line 1,0
User Line 2,0
Average # centres/frame,97.28
Average # particles/frame,81.40
Equivalent particle concentration (E8 particles/ml),12.87
Selected average # particles/frame,0.00
Selected equivalent particle concentration (E8 particles/ml),0.00

[Settings],
Background Extract,On
Brightness,0
Gain,1.00
Blur Size,Auto,
Detection Threshold Type,Multi,
Detection Threshold,38
Min Track Length,Auto
Min Expected Size (nm),Auto

[Measurement Conditions]
Camera Type,CCD
Camera Shutter (ms),10.00
Camera Gain,250
Frame rate (fps),30.00
Temperature (°C),23.60
Viscosity (cP),0.918

[Warnings]
Low Completed Tracks,No
High Noise,0 frames
Auto max jump,Successful
Drift off,No
Settings Changed Whilst Processing,No
Vibration detected,Vibration detected <~10% error
Additional Errors,None

[Graph Data]
Particle Size (nm),Volume Concentration (E12 nm³ / ml),,
1224,2.9328,,
1225,2.8903,,
1226,2.8483,,
1227,2.8066,,
1228,2.7652,,
1229,2.7242,,
1230,2.6835,,
1231,2.6432,,
1232,2.6033,,
1233,2.5629,,
1234,2.5237,,
1235,2.4848,,
1236,2.4463,,
1237,2.4082,,
1238,2.3703,,
1239,2.3329,,
1240,2.2957,,
1241,2.2590,,
1242,2.2226,,
1243,2.1865,,
1244,2.1508,,
1245,2.1154,,
1246,2.0804,,
1247,2.0447,,
1248,2.0104,,
1249,1.9765,,
1250,1.9430,,
1251,1.9098,,
1252,1.8769,,
1253,1.8444,,
1254,1.8123,,
1255,1.7804,,
1256,1.7490,,
1257,1.7179,,
1258,1.6861,,
1259,1.6557,,
1260,1.6257,,
1261,1.5961,,
1262,1.5668,,
1263,1.5378,,
1264,1.5092,,
1265,1.4809,,
1266,1.4530,,
1267,1.4254,,
1268,1.3982,,
1269,1.3713,,
1270,1.3447,,
1271,1.3185,,
1272,1.2926,,
1273,1.2671,,
1274,1.2419,,
1275,1.2171,,
1276,1.1926,,
1277,1.1684,,
1278,1.1446,,
1279,1.1211,,
1280,1.0979,,
1281,1.0751,,
1282,1.0526,,
1283,1.0304,,
1284,1.0086,,
1285,0.9870,,
1286,0.9658,,
1287,0.9450,,
1288,0.9244,,
1289,0.9042,,
1290,0.8843,,
1291,0.8647,,
1292,0.8454,,
1293,0.8265,,
1294,0.8078,,
1295,0.7895,,
1296,0.7714,,
1297,0.7537,,
1298,0.7363,,
1299,0.7191,,
1300,0.7023,,
1301,0.6857,,
1302,0.6695,,
1303,0.6535,,
1304,0.6379,,
1305,0.6225,,
1306,0.6074,,
1307,0.5925,,
1308,0.5780,,
1309,0.5637,,
1310,0.5497,,
1311,0.5360,,
1312,0.5225,,
1313,0.5093,,
1314,0.4963,,
1315,0.4836,,
1316,0.4712,,
1317,0.4590,,
1318,0.4471,,
1319,0.4354,,
1320,0.4239,,
1321,0.4120,,
1322,0.4011,,
1323,0.3904,,
1324,0.3799,,
1325,0.3696,,
1326,0.3596,,
1327,0.3498,,
1328,0.3402,,
1329,0.3308,,
1330,0.3216,,
1331,0.3126,,
1332,0.3038,,
1333,0.2953,,
1334,0.2858,,
1335,0.2776,,
1336,0.2697,,
1337,0.2619,,
1338,0.2544,,
1339,0.2470,,
1340,0.2398,,
1341,0.2327,,
1342,0.2259,,
1343,0.2192,,
1344,0.2126,,
1345,0.2063,,
1346,0.2000,,
1347,0.1940,,
1348,0.1881,,
1349,0.1823,,
1350,0.1767,,
1351,0.1713,,
1352,0.1659,,
1353,0.1608,,
1354,0.1557,,
1355,0.1508,,
1356,0.1460,,
1357,0.1414,,
1358,0.1368,,
1359,0.1324,,
1360,0.1282,,
1361,0.1240,,
1362,0.1200,,
1363,0.1160,,
1364,0.1113,,
1365,0.1076,,
1366,0.1041,,
1367,0.1006,,
1368,0.0973,,
1369,0.0940,,
1370,0.0908,,
1371,0.0877,,
1372,0.0847,,
1373,0.0818,,
1374,0.0790,,
1375,0.0763,,
1376,0.0737,,
1377,0.0711,,
1378,0.0686,,
1379,0.0662,,
1380,0.0638,,
1381,0.0616,,
1382,0.0594,,
1383,0.0573,,
1384,0.0552,,
1385,0.0532,,
1386,0.0513,,
1387,0.0494,,
1388,0.0476,,
1389,0.0458,,
1390,0.0441,,
1391,0.0425,,
1392,0.0409,,
1393,0.0394,,
1394,0.0379,,
1395,0.0365,,
1396,0.0351,,
1397,0.0338,,
1398,0.0325,,
1399,0.0312,,
1400,0.0300,,
1401,0.0289,,
1402,0.0277,,
1403,0.0267,,
1404,0.0256,,
1405,0.0246,,
1406,0.0236,,
1407,0.0227,,
1408,0.0218,,
1409,0.0209,,
1410,0.0201,,
1411,0.0193,,
1412,0.0185,,
1413,0.0177,,
1414,0.0170,,
1415,0.0163,,
1416,0.0156,,
1417,0.0150,,
1418,0.0144,,
1419,0.0138,,
1420,0.0132,,
1421,0.0127,,
1422,0.0121,,
1423,0.0116,,
1424,0.0111,,
1425,0.0106,,
1426,0.0102,,
1427,0.0098,,
1428,0.0093,,
1429,0.0089,,
1430,0.0085,,
1431,0.0082,,
1432,0.0078,,
1433,0.0075,,
1434,0.0071,,
1435,0.0068,,
1436,0.0065,,
1437,0.0062,,
1438,0.0060,,
1439,0.0057,,
1440,0.0054,,
1441,0.0052,,
1442,0.0050,,
1443,0.0047,,
1444,0.0045,,
1445,0.0043,,
1446,0.0041,,
1447,0.0039,,
1448,0.0037,,
1449,0.0036,,
1450,0.0034,,
1451,0.0032,,
1452,0.0031,,
1453,0.0029,,
1454,0.0028,,
1455,0.0027,,
1456,0.0025,,
1457,0.0024,,
1458,0.0023,,
1459,0.0022,,
1460,0.0021,,
1461,0.0020,,
1462,0.0019,,
1463,0.0018,,
1464,0.0017,,
1465,0.0016,,
1466,0.0016,,
1467,0.0015,,
1468,0.0014,,
1469,0.0013,,
1470,0.0013,,
1471,0.0012,,
1472,0.0011,,
1473,0.0011,,
1474,0.0000,,
1475,0.0000,,
1476,0.0000,,
1477,0.0000,,
1478,0.0000,,
1479,0.0000,,
1480,0.0000,,
1481,0.0000,,
1482,0.0000,,
1483,0.0000,,
1484,0.0000,,
1485,0.0000,,
1486,0.0000,,
1487,0.0000,,
1488,0.0000,,
1489,0.0000,,
1490,0.0000,,
1491,0.0000,,
1492,0.0000,,
1493,0.0000,,
1494,0.0000,,
1495,0.0000,,
1496,0.0000,,
1497,0.0000,,
1498,0.0000,,
1499,0.0000,,
1500,0.0000,,
1501,0.0000,,
1502,0.0000,,
1503,0.0000,,
1504,0.0000,,
1505,0.0000,,
1506,0.0000,,
1507,0.0000,,
1508,0.0000,,
1509,0.0000,,
1510,0.0000,,
1511,0.0000,,
1512,0.0000,,
1513,0.0000,,
1514,0.0000,,
1515,0.0000,,
1516,0.0000,,
1517,0.0000,,
1518,0.0000,,
1519,0.0000,,
1520,0.0000,,
1521,0.0000,,
1522,0.0000,,
1523,0.0000,,
1524,0.0000,,
1525,0.0000,,
1526,0.0000,,
1527,0.0000,,
1528,0.0000,,
1529,0.0000,,
1530,0.0000,,
1531,0.0000,,
1532,0.0000,,
1533,0.0000,,
1534,0.0000,,
1535,0.0000,,
1536,0.0000,,
1537,0.0000,,
1538,0.0000,,
1539,0.0000,,
1540,0.0000,,
1541,0.0000,,
1542,0.0000,,
1543,0.0000,,
1544,0.0000,,
1545,0.0000,,
1546,0.0000,,
1547,0.0000,,
1548,0.0000,,
1549,0.0000,,
1550,0.0000,,
1551,0.0000,,
1552,0.0000,,
1553,0.0000,,
1554,0.0000,,
1555,0.0000,,
1556,0.0000,,
1557,0.0000,,
1558,0.0000,,
1559,0.0000,,
1560,0.0000,,
1561,0.0000,,
1562,0.0000,,
1563,0.0000,,
1564,0.0000,,
1565,0.0000,,
1566,0.0000,,
1567,0.0000,,
1568,0.0000,,
1569,0.0000,,
1570,0.0000,,
1571,0.0000,,
1572,0.0000,,
1573,0.0000,,
1574,0.0000,,
1575,0.0000,,
1576,0.0000,,
1577,0.0000,,
1578,0.0000,,
1579,0.0000,,
1580,0.0000,,
1581,0.0000,,
1582,0.0000,,
1583,0.0000,,
1584,0.0000,,
1585,0.0000,,
1586,0.0000,,
1587,0.0000,,
1588,0.0000,,
1589,0.0000,,
1590,0.0000,,
1591,0.0000,,
1592,0.0000,,
1593,0.0000,,
1594,0.0000,,
1595,0.0000,,
1596,0.0000,,
1597,0.0000,,
1598,0.0000,,
1599,0.0000,,
1600,0.0000,,
1601,0.0000,,
1602,0.0000,,
1603,0.0000,,
1604,0.0000,,
1605,0.0000,,
1606,0.0000,,
1607,0.0000,,
1608,0.0000,,
1609,0.0000,,
1610,0.0000,,
1611,0.0000,,
1612,0.0000,,
1613,0.0000,,
1614,0.0000,,
1615,0.0000,,
1616,0.0000,,
1617,0.0000,,
1618,0.0000,,
1619,0.0000,,
1620,0.0000,,
1621,0.0000,,
1622,0.0000,,
1623,0.0000,,
1624,0.0000,,
1625,0.0000,,
1626,0.0000,,
1627,0.0000,,
1628,0.0000,,
1629,0.0000,,
1630,0.0000,,
1631,0.0000,,
1632,0.0000,,
1633,0.0000,,
1634,0.0000,,
1635,0.0000,,
1636,0.0000,,
1637,0.0000,,
1638,0.0000,,
1639,0.0000,,
1640,0.0000,,
1641,0.0000,,
1642,0.0000,,
1643,0.0000,,
1644,0.0000,,
1645,0.0000,,
1646,0.0000,,
1647,0.0000,,
1648,0.0000,,
1649,0.0000,,
1650,0.0000,,
1651,0.0000,,
1652,0.0000,,
1653,0.0000,,
1654,0.0000,,
1655,0.0000,,
1656,0.0000,,
1657,0.0000,,
1658,0.0000,,
1659,0.0000,,
1660,0.0000,,
1661,0.0000,,
1662,0.0000,,
1663,0.0000,,
1664,0.0000,,
1665,0.0000,,
1666,0.0000,,
1667,0.0000,,
1668,0.0000,,
1669,0.0000,,
1670,0.0000,,
1671,0.0000,,
1672,0.0000,,
1673,0.0000,,
1674,0.0000,,
1675,0.0000,,
1676,0.0000,,
1677,0.0000,,
1678,0.0000,,
1679,0.0000,,
1680,0.0000,,
1681,0.0000,,
1682,0.0000,,
1683,0.0000,,
1684,0.0000,,
1685,0.0000,,
1686,0.0000,,
1687,0.0000,,
1688,0.0000,,
1689,0.0000,,
1690,0.0000,,
1691,0.0000,,
1692,0.0000,,
1693,0.0000,,
1694,0.0000,,
1695,0.0000,,
1696,0.0000,,
1697,0.0000,,
1698,0.0000,,
1699,0.0000,,
1700,0.0000,,
1701,0.0000,,
1702,0.0000,,
1703,0.0000,,
1704,0.0000,,
1705,0.0000,,
1706,0.0000,,
1707,0.0000,,
1708,0.0000,,
1709,0.0000,,
1710,0.0000,,
1711,0.0000,,
1712,0.0000,,
1713,0.0000,,
1714,0.0000,,
1715,0.0000,,
1716,0.0000,,
1717,0.0000,,
1718,0.0000,,
1719,0.0000,,
1720,0.0000,,
1721,0.0000,,
1722,0.0000,,
1723,0.0000,,
1724,0.0000,,
1725,0.0000,,
1726,0.0000,,
1727,0.0000,,
1728,0.0000,,
1729,0.0000,,
1730,0.0000,,
1731,0.0000,,
1732,0.0000,,
1733,0.0000,,
1734,0.0000,,
1735,0.0000,,
1736,0.0000,,
1737,0.0000,,
1738,0.0000,,
1739,0.0000,,
1740,0.0000,,
1741,0.0000,,
1742,0.0000,,
1743,0.0000,,
1744,0.0000,,
1745,0.0000,,
1746,0.0000,,
1747,0.0000,,
1748,0.0000,,
1749,0.0000,,
1750,0.0000,,
1751,0.0000,,
1752,0.0000,,
1753,0.0000,,
1754,0.0000,,
1755,0.0000,,
1756,0.0000,,
1757,0.0000,,
1758,0.0000,,
1759,0.0000,,
1760,0.0000,,
1761,0.0000,,
1762,0.0000,,
1763,0.0000,,
1764,0.0000,,
1765,0.0000,,
1766,0.0000,,
1767,0.0000,,
1768,0.0000,,
1769,0.0000,,
1770,0.0000,,
1771,0.0000,,
1772,0.0000,,
1773,0.0000,,
1774,0.0000,,
1775,0.0000,,
1776,0.0000,,
1777,0.0000,,
1778,0.0000,,
1779,0.0000,,
1780,0.0000,,
1781,0.0000,,
1782,0.0000,,
1783,0.0000,,
1784,0.0000,,
1785,0.0000,,
1786,0.0000,,
1787,0.0000,,
1788,0.0000,,
1789,0.0000,,
1790,0.0000,,
1791,0.0000,,
1792,0.0000,,
1793,0.0000,,
1794,0.0000,,
1795,0.0000,,
1796,0.0000,,
1797,0.0000,,
1798,0.0000,,
1799,0.0000,,
1800,0.0000,,
1801,0.0000,,
1802,0.0000,,
1803,0.0000,,
1804,0.0000,,
1805,0.0000,,
1806,0.0000,,
1807,0.0000,,
1808,0.0000,,
1809,0.0000,,
1810,0.0000,,
1811,0.0000,,
1812,0.0000,,
1813,0.0000,,
1814,0.0000,,
1815,0.0000,,
1816,0.0000,,
1817,0.0000,,
1818,0.0000,,
1819,0.0000,,
1820,0.0000,,
1821,0.0000,,
1822,0.0000,,
1823,0.0000,,
1824,0.0000,,
1825,0.0000,,
1826,0.0000,,
1827,0.0000,,
1828,0.0000,,
1829,0.0000,,
1830,0.0000,,
1831,0.0000,,
1832,0.0000,,
1833,0.0000,,
1834,0.0000,,
1835,0.0000,,
1836,0.0000,,
1837,0.0000,,
1838,0.0000,,
1839,0.0000,,
1840,0.0000,,
1841,0.0000,,
1842,0.0000,,
1843,0.0000,,
1844,0.0000,,
1845,0.0000,,
1846,0.0000,,
1847,0.0000,,
1848,0.0000,,
1849,0.0000,,
1850,0.0000,,
1851,0.0000,,
1852,0.0000,,
1853,0.0000,,
1854,0.0000,,
1855,0.0000,,
1856,0.0000,,
1857,0.0000,,
1858,0.0000,,
1859,0.0000,,
1860,0.0000,,
1861,0.0000,,
1862,0.0000,,
1863,0.0000,,
1864,0.0000,,
1865,0.0000,,
1866,0.0000,,
1867,0.0000,,
1868,0.0000,,
1869,0.0000,,
1870,0.0000,,
1871,0.0000,,
1872,0.0000,,
1873,0.0000,,
1874,0.0000,,
1875,0.0000,,
1876,0.0000,,
1877,0.0000,,
1878,0.0000,,
1879,0.0000,,
1880,0.0000,,
1881,0.0000,,
1882,0.0000,,
1883,0.0000,,
1884,0.0000,,
1885,0.0000,,
1886,0.0000,,
1887,0.0000,,
1888,0.0000,,
1889,0.0000,,
1890,0.0000,,
1891,0.0000,,
1892,0.0000,,
1893,0.0000,,
1894,0.0000,,
1895,0.0000,,
1896,0.0000,,
1897,0.0000,,
1898,0.0000,,
1899,0.0000,,
1900,0.0000,,
1901,0.0000,,
1902,0.0000,,
1903,0.0000,,
1904,0.0000,,
1905,0.0000,,
1906,0.0000,,
1907,0.0000,,
1908,0.0000,,
1909,0.0000,,
1910,0.0000,,
1911,0.0000,,
1912,0.0000,,
1913,0.0000,,
1914,0.0000,,
1915,0.0000,,
1916,0.0000,,
1917,0.0000,,
1918,0.0000,,
1919,0.0000,,
1920,0.0000,,
1921,0.0000,,
1922,0.0000,,
1923,0.0000,,
1924,0.0000,,
1925,0.0000,,
1926,0.0000,,
1927,0.0000,,
1928,0.0000,,
1929,0.0000,,
1930,0.0000,,
1931,0.0000,,
1932,0.0000,,
1933,0.0000,,
1934,0.0000,,
1935,0.0000,,
1936,0.0000,,
1937,0.0000,,
1938,0.0000,,
1939,0.0000,,
1940,0.0000,,
1941,0.0000,,
1942,0.0000,,
1943,0.0000,,
1944,0.0000,,
1945,0.0000,,
1946,0.0000,,
1947,0.0000,,
1948,0.0000,,
1949,0.0000,,
1950,0.0000,,
1951,0.0000,,
1952,0.0000,,
1953,0.0000,,
1954,0.0000,,
1955,0.0000,,
1956,0.0000,,
1957,0.0000,,
1958,0.0000,,
1959,0.0000,,
1960,0.0000,,
1961,0.0000,,
1962,0.0000,,
1963,0.0000,,
1964,0.0000,,
1965,0.0000,,
1966,0.0000,,
1967,0.0000,,
1968,0.0000,,
1969,0.0000,,
1970,0.0000,,
1971,0.0000,,
1972,0.0000,,
1973,0.0000,,
1974,0.0000,,
1975,0.0000,,
1976,0.0000,,
1977,0.0000,,
1978,0.0000,,
1979,0.0000,,
1980,0.0000,,
1981,0.0000,,
1982,0.0000,,
1983,0.0000,,
1984,0.0000,,
1985,0.0000,,
1986,0.0000,,
1987,0.0000,,
1988,0.0000,,
1989,0.0000,,
1990,0.0000,,
1991,0.0000,,
1992,0.0000,,
1993,0.0000,,
1994,0.0000,,
1995,0.0000,,
1996,0.0000,,
1997,0.0000,,
1998,0.0000,,
1999,0.0000,,

[Histogram Data]
Binwidth,4
Particle Size (nm),Volume Concentration (E12 nm³ / ml),,
2.0,0.0000,,
6.0,0.0000,,
10.0,0.0000,,
14.0,0.0000,,
18.0,0.0000,,
22.0,0.0000,,
26.0,0.0000,,
30.0,0.0000,,
34.0,0.0000,,
38.0,0.0000,,
42.0,0.0000,,
46.0,0.0000,,
50.0,0.0000,,
54.0,0.0000,,
58.0,0.0000,,
62.0,0.0000,,
66.0,0.0000,,
70.0,0.0177,,
74.0,0.0000,,
78.0,0.0245,,
82.0,0.0274,,
86.0,0.1412,,
90.0,0.2663,,
94.0,0.1241,,
98.0,0.2318,,
102.0,0.5497,,
106.0,0.5438,,
110.0,0.6893,,
114.0,2.2412,,
118.0,2.4931,,
122.0,3.9845,,
126.0,3.1826,,
130.0,4.6183,,
134.0,3.4850,,
138.0,5.7429,,
142.0,6.7307,,
146.0,8.2081,,
150.0,9.4492,,
154.0,9.9836,,
158.0,14.9069,,
162.0,16.3224,,
166.0,19.7042,,
170.0,19.8372,,
174.0,28.7211,,
178.0,20.9440,,
182.0,34.8098,,
186.0,25.1443,,
190.0,37.2816,,
194.0,32.6700,,
198.0,36.2005,,
202.0,40.0995,,
206.0,47.0690,,
210.0,47.0456,,
214.0,63.4124,,
218.0,48.6065,,
222.0,58.7588,,
226.0,53.3584,,
230.0,63.6697,,
234.0,64.7718,,
238.0,67.0473,,
242.0,95.4709,,
246.0,87.8371,,
250.0,120.7506,,
254.0,102.7884,,
258.0,94.5049,,
262.0,57.9017,,
266.0,90.5903,,
270.0,107.2953,,
274.0,134.4033,,
278.0,135.9190,,
282.0,182.9083,,
286.0,109.1175,,
290.0,150.0011,,
294.0,166.1073,,
298.0,134.1052,,
302.0,202.0074,,
306.0,225.9633,,
310.0,155.3116,,
314.0,168.1445,,
318.0,214.9872,,
322.0,230.9138,,
326.0,216.8620,,
330.0,279.5075,,
334.0,187.6231,,
338.0,204.3312,,
342.0,252.8584,,
346.0,350.0367,,
350.0,298.7292,,
354.0,384.2749,,
358.0,337.5980,,
362.0,233.1432,,
366.0,442.5984,,
370.0,290.5310,,
374.0,438.5473,,
378.0,399.8576,,
382.0,336.9816,,
386.0,393.0786,,
390.0,284.5311,,
394.0,402.6996,,
398.0,338.2311,,
402.0,354.9628,,
406.0,363.9941,,
410.0,273.9070,,
414.0,710.0266,,
418.0,565.5614,,
422.0,158.6391,,
426.0,479.8895,,
430.0,591.9915,,
434.0,516.0408,,
438.0,347.4546,,
442.0,453.8731,,
446.0,288.1482,,
450.0,444.7137,,
454.0,635.8597,,
458.0,587.5250,,
462.0,479.5891,,
466.0,347.6885,,
470.0,1194.2775,,
474.0,783.3965,,
478.0,404.0042,,
482.0,591.6168,,
486.0,292.3544,,
490.0,1137.6048,,
494.0,481.0942,,
498.0,649.0824,,
502.0,767.9344,,
506.0,444.7252,,
510.0,1096.0937,,
514.0,498.4192,,
518.0,751.1744,,
522.0,165.6700,,
526.0,483.8055,,
530.0,838.7907,,
534.0,159.6276,,
538.0,803.2776,,
542.0,691.2681,,
546.0,402.4053,,
550.0,779.0458,,
554.0,565.9175,,
558.0,329.4359,,
562.0,1123.3341,,
566.0,521.3585,,
570.0,525.6361,,
574.0,615.2915,,
578.0,131.0178,,
582.0,844.1863,,
586.0,630.2116,,
590.0,429.8859,,
594.0,478.7580,,
598.0,496.7816,,
602.0,146.9542,,
606.0,488.4416,,
610.0,448.2213,,
614.0,142.8139,,
618.0,585.4817,,
622.0,51.4927,,
626.0,104.2651,,
630.0,189.2891,,
634.0,176.5520,,
638.0,367.8586,,
642.0,1911.5911,,
646.0,293.6647,,
650.0,118.6357,,
654.0,0.0000,,
658.0,0.0000,,
662.0,254.3856,,
666.0,672.2404,,
670.0,73.5134,,
674.0,0.0000,,
678.0,218.0298,,
682.0,374.5587,,
686.0,278.4868,,
690.0,0.0000,,
694.0,288.9928,,
698.0,90.0230,,
702.0,123.2757,,
706.0,102.5789,,
710.0,79.1515,,
714.0,1343.8139,,
718.0,81.8631,,
722.0,325.4000,,
726.0,236.0454,,
730.0,337.3599,,
734.0,95.4226,,
738.0,501.4741,,
742.0,627.4038,,
746.0,118.3065,,
750.0,0.0000,,
754.0,107.7647,,
758.0,1324.0636,,
762.0,0.0000,,
766.0,841.5309,,
770.0,146.9260,,
774.0,0.0000,,
778.0,0.0000,,
782.0,314.1632,,
786.0,349.0091,,
790.0,0.0000,,
794.0,0.0000,,
798.0,113.3090,,
802.0,322.9397,,
806.0,398.8774,,
810.0,0.0000,,
814.0,157.3567,,
818.0,0.0000,,
822.0,864.6845,,
826.0,0.0000,,
830.0,0.0000,,
834.0,0.0000,,
838.0,195.4019,,
842.0,200.3486,,
846.0,0.0000,,
850.0,0.0000,,
854.0,0.0000,,
858.0,442.3756,,
862.0,319.1539,,
866.0,0.0000,,
870.0,0.0000,,
874.0,0.0000,,
878.0,165.1718,,
882.0,394.8489,,
886.0,0.0000,,
890.0,0.0000,,
894.0,0.0000,,
898.0,0.0000,,
902.0,0.0000,,
906.0,1222.5973,,
910.0,0.0000,,
914.0,0.0000,,
918.0,0.0000,,
922.0,326.6718,,
926.0,476.2236,,
930.0,0.0000,,
934.0,0.0000,,
938.0,0.0000,,
942.0,898.5837,,
946.0,0.0000,,
950.0,0.0000,,
954.0,300.0462,,
958.0,303.8302,,
962.0,0.0000,,
966.0,0.0000,,
970.0,0.0000,,
974.0,363.9901,,
978.0,0.0000,,
982.0,0.0000,,
986.0,540.5704,,
990.0,0.0000,,
994.0,525.7710,,
998.0,0.0000,,
1002.0,0.0000,,
1006.0,0.0000,,
1010.0,0.0000,,
1014.0,0.0000,,
1018.0,0.0000,,
1022.0,0.0000,,
1026.0,0.0000,,
1030.0,0.0000,,
1034.0,0.0000,,
1038.0,0.0000,,
1042.0,355.3096,,
1046.0,0.0000,,
1050.0,0.0000,,
1054.0,591.4128,,
1058.0,0.0000,,
1062.0,0.0000,,
1066.0,0.0000,,
1070.0,0.0000,,
1074.0,0.0000,,
1078.0,504.7998,,
1082.0,0.0000,,
1086.0,0.0000,,
1090.0,0.0000,,
1094.0,0.0000,,
1098.0,0.0000,,
1102.0,0.0000,,
1106.0,0.0000,,
1110.0,0.0000,,
1114.0,0.0000,,
1118.0,0.0000,,
1122.0,0.0000,,
1126.0,0.0000,,
1130.0,0.0000,,
1134.0,0.0000,,
1138.0,0.0000,,
1142.0,0.0000,,
1146.0,0.0000,,
1150.0,0.0000,,
1154.0,0.0000,,
1158.0,0.0000,,
1162.0,621.4138,,
1166.0,0.0000,,
1170.0,0.0000,,
1174.0,0.0000,,
1178.0,0.0000,,
1182.0,0.0000,,
1186.0,0.0000,,
1190.0,0.0000,,
1194.0,0.0000,,
1198.0,0.0000,,
1202.0,0.0000,,
1206.0,0.0000,,
1210.0,0.0000,,
1214.0,0.0000,,
1218.0,0.0000,,
1222.0,0.0000,,
1226.0,0.0000,,
1230.0,0.0000,,
1234.0,0.0000,,
1238.0,0.0000,,
1242.0,0.0000,,
1246.0,0.0000,,
1250.0,0.0000,,
1254.0,0.0000,,
1258.0,0.0000,,
1262.0,0.0000,,
1266.0,0.0000,,
1270.0,0.0000,,
1274.0,0.0000,,
1278.0,0.0000,,
1282.0,0.0000,,
1286.0,0.0000,,
1290.0,0.0000,,
1294.0,0.0000,,
1298.0,0.0000,,
1302.0,0.0000,,
1306.0,0.0000,,
1310.0,0.0000,,
1314.0,0.0000,,
1318.0,0.0000,,
1322.0,0.0000,,
1326.0,0.0000,,
1330.0,0.0000,,
1334.0,0.0000,,
1338.0,0.0000,,
1342.0,0.0000,,
1346.0,0.0000,,
1350.0,0.0000,,
1354.0,0.0000,,
1358.0,0.0000,,
1362.0,0.0000,,
1366.0,0.0000,,
1370.0,0.0000,,
1374.0,0.0000,,
1378.0,0.0000,,
1382.0,0.0000,,
1386.0,0.0000,,
1390.0,0.0000,,
1394.0,0.0000,,
1398.0,0.0000,,
1402.0,0.0000,,
1406.0,0.0000,,
1410.0,0.0000,,
1414.0,0.0000,,
1418.0,0.0000,,
1422.0,0.0000,,
1426.0,0.0000,,
1430.0,0.0000,,
1434.0,0.0000,,
1438.0,0.0000,,
1442.0,0.0000,,
1446.0,0.0000,,
1450.0,0.0000,,
1454.0,0.0000,,
1458.0,0.0000,,
1462.0,0.0000,,
1466.0,0.0000,,
1470.0,0.0000,,
1474.0,0.0000,,
1478.0,0.0000,,
1482.0,0.0000,,
1486.0,0.0000,,
1490.0,0.0000,,
1494.0,0.0000,,
1498.0,0.0000,,
1502.0,0.0000,,
1506.0,0.0000,,
1510.0,0.0000,,
1514.0,0.0000,,
1518.0,0.0000,,
1522.0,0.0000,,
1526.0,0.0000,,
1530.0,0.0000,,
1534.0,0.0000,,
1538.0,0.0000,,
1542.0,0.0000,,
1546.0,0.0000,,
1550.0,0.0000,,
1554.0,0.0000,,
1558.0,0.0000,,
1562.0,0.0000,,
1566.0,0.0000,,
1570.0,0.0000,,
1574.0,0.0000,,
1578.0,0.0000,,
1582.0,0.0000,,
1586.0,0.0000,,
1590.0,0.0000,,
1594.0,0.0000,,
1598.0,0.0000,,
1602.0,0.0000,,
1606.0,0.0000,,
1610.0,0.0000,,
1614.0,0.0000,,
1618.0,0.0000,,
1622.0,0.0000,,
1626.0,0.0000,,
1630.0,0.0000,,
1634.0,0.0000,,
1638.0,0.0000,,
1642.0,0.0000,,
1646.0,0.0000,,
1650.0,0.0000,,
1654.0,0.0000,,
1658.0,0.0000,,
1662.0,0.0000,,
1666.0,0.0000,,
1670.0,0.0000,,
1674.0,0.0000,,
1678.0,0.0000,,
1682.0,0.0000,,
1686.0,0.0000,,
1690.0,0.0000,,
1694.0,0.0000,,
1698.0,0.0000,,
1702.0,0.0000,,
1706.0,0.0000,,
1710.0,0.0000,,
1714.0,0.0000,,
1718.0,0.0000,,
1722.0,0.0000,,
1726.0,0.0000,,
1730.0,0.0000,,
1734.0,0.0000,,
1738.0,0.0000,,
1742.0,0.0000,,
1746.0,0.0000,,
1750.0,0.0000,,
1754.0,0.0000,,
1758.0,0.0000,,
1762.0,0.0000,,
1766.0,0.0000,,
1770.0,0.0000,,
1774.0,0.0000,,
1778.0,0.0000,,
1782.0,0.0000,,
1786.0,0.0000,,
1790.0,0.0000,,
1794.0,0.0000,,
1798.0,0.0000,,
1802.0,0.0000,,
1806.0,0.0000,,
1810.0,0.0000,,
1814.0,0.0000,,
1818.0,0.0000,,
1822.0,0.0000,,
1826.0,0.0000,,
1830.0,0.0000,,
1834.0,0.0000,,
1838.0,0.0000,,
1842.0,0.0000,,
1846.0,0.0000,,
1850.0,0.0000,,
1854.0,0.0000,,
1858.0,0.0000,,
1862.0,0.0000,,
1866.0,0.0000,,
1870.0,0.0000,,
1874.0,0.0000,,
1878.0,0.0000,,
1882.0,0.0000,,
1886.0,0.0000,,
1890.0,0.0000,,
1894.0,0.0000,,
1898.0,0.0000,,
1902.0,0.0000,,
1906.0,0.0000,,
1910.0,0.0000,,
