Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Frame,X/pixels,Y/pixels,Normalised intensity/AU,Included in distribution?,
0,147.266,3.19072e+006,0,401.559,21.7106,28.5992,False,
0,147.266,3.19072e+006,1,404.542,24.5357,23.1558,False,
2,399.796,1.17531e+006,0,405.555,54.0196,32.5344,False,
2,399.796,1.17531e+006,1,408.494,55.6529,39.7984,False,
2,399.796,1.17531e+006,2,410.094,55.869,46.46,False,
3,60.691,7.74223e+006,0,526.228,55.4395,21.9101,False,
3,60.691,7.74223e+006,1,525.429,60.5307,46.871,False,
3,60.691,7.74223e+006,2,523.256,63.6992,31.3049,False,
3,60.691,7.74223e+006,3,522.537,55.7275,44.7372,False,
5,1866.41,251759,0,378.315,88.462,35.5092,False,
5,1866.41,251759,1,379.01,87.5089,30.3569,False,
5,1866.41,251759,2,379.03,86.0782,11.1232,False,
7,1332.36,352671,0,214.324,102.388,30.4141,False,
7,1332.36,352671,1,215.929,103.495,38.7638,False,
7,1332.36,352671,2,215.924,104.31,43.9072,False,
17,25833.9,18188.6,0,284.138,161.531,48.4006,False,
17,25833.9,18188.6,1,283.867,160.778,46.7042,False,
18,498.184,943193,0,79.4403,189.844,60.1643,True,
18,498.184,943193,1,77.9307,190.144,61.3001,True,
18,498.184,943193,2,72.68,192.326,51.8569,True,
18,498.184,943193,3,73.2264,190.053,53.2473,True,
18,498.184,943193,4,73.2349,191.273,36.0008,True,
18,498.184,943193,5,76.2633,190.204,68.1366,True,
18,498.184,943193,6,74.4228,190.95,61.3512,True,
18,498.184,943193,7,78.087,189.266,58.6324,True,
18,498.184,943193,8,78.4713,189.382,66.0704,True,
18,498.184,943193,9,78.0005,189.108,70.8724,True,
18,498.184,943193,10,76.7424,189.445,76.2561,True,
18,498.184,943193,11,77.1979,189.46,65.6219,True,
18,498.184,943193,12,78.1045,189.533,56.0518,True,
18,498.184,943193,13,75.4994,190.416,53.0544,True,
18,498.184,943193,14,77.3717,189.924,62.3531,True,
18,498.184,943193,15,78.6169,189.251,58.5033,True,
18,498.184,943193,16,76.9127,187.961,46.4064,True,
18,498.184,943193,17,81.1053,187.064,52.4552,True,
18,498.184,943193,18,77.6903,189.077,55.7189,True,
18,498.184,943193,19,77.8526,189.097,67.2742,True,
18,498.184,943193,20,77.4779,189.436,66.8556,True,
18,498.184,943193,21,76.7025,189.695,62.7837,True,
18,498.184,943193,22,77.1724,190.555,55.9989,True,
18,498.184,943193,23,75.7243,190.59,51.0084,True,
18,498.184,943193,24,77.3199,191.306,52.7924,True,
18,498.184,943193,25,73.1213,191.077,35.7301,True,
18,498.184,943193,26,73.5643,191.187,29.08,True,
18,498.184,943193,27,73.4243,190.336,40.3256,True,
18,498.184,943193,28,74.6072,188.43,34.3982,True,
18,498.184,943193,29,76.6865,188.435,45.1232,True,
18,498.184,943193,30,73.825,189.671,45.5118,True,
18,498.184,943193,31,75.4392,189.837,43.8147,True,
18,498.184,943193,32,74.2319,191.698,21.6253,True,
18,498.184,943193,33,73.7883,190.35,27.5533,True,
18,498.184,943193,34,73.5388,189.777,40.0824,True,
18,498.184,943193,35,75.1323,189.171,54.3616,True,
18,498.184,943193,36,74.8647,187.548,53.1372,True,
18,498.184,943193,37,75.69,187.637,50.1205,True,
18,498.184,943193,38,73.4163,189.79,44.773,True,
18,498.184,943193,39,71.1627,193.611,13.5655,True,
18,498.184,943193,40,71.4849,192.003,26.47,True,
18,498.184,943193,41,70.5836,193.064,16.1495,True,
18,498.184,943193,42,71.7027,192.822,17.3848,True,
19,283.616,1.65676e+006,0,109.374,204.738,61.1036,False,
19,283.616,1.65676e+006,1,108.158,209.238,67.4673,False,
19,283.616,1.65676e+006,2,108.268,208.102,69.9858,False,
19,283.616,1.65676e+006,3,109.237,205.745,74.8202,False,
19,283.616,1.65676e+006,4,108.612,206.718,76.8076,False,
21,113.818,4.12839e+006,0,100.316,229.386,68.3751,False,
21,113.818,4.12839e+006,1,103.819,232.496,46.2373,False,
22,524.18,896417,0,76.3427,226.043,69.6134,False,
22,524.18,896417,1,76.8152,223.773,80.1899,False,
22,524.18,896417,2,77.5111,226.186,63.929,False,
22,524.18,896417,3,76.8205,223.776,63.4347,False,
22,524.18,896417,4,76.946,224.36,56.0037,False,
23,289.74,1.62174e+006,0,547.603,222.072,22.3869,False,
23,289.74,1.62174e+006,1,550.626,222.815,10.6219,False,
28,847.775,554255,0,590.458,270.443,23.1764,False,
28,847.775,554255,1,592.221,271.407,29.9854,False,
28,847.775,554255,2,592.089,273.197,40.1359,False,
28,847.775,554255,3,590.714,273.528,39.8463,False,
28,847.775,554255,4,592.049,272.214,28.9802,False,
30,273.276,1.71945e+006,0,79.7311,345.614,18.9899,True,
30,273.276,1.71945e+006,1,80.0345,346.484,7.50629,True,
30,273.276,1.71945e+006,2,79.4127,349.821,24.5968,True,
30,273.276,1.71945e+006,3,78.7322,350.112,34.4684,True,
30,273.276,1.71945e+006,4,82.7406,352.038,33.3053,True,
30,273.276,1.71945e+006,5,80.628,346.814,12.8881,True,
30,273.276,1.71945e+006,6,81.363,350.904,40.7725,True,
30,273.276,1.71945e+006,7,79.7725,352.269,36.8602,True,
30,273.276,1.71945e+006,8,80.1071,353.311,30.7183,True,
30,273.276,1.71945e+006,9,79.811,350.418,46.3447,True,
30,273.276,1.71945e+006,10,80.44,352.269,42.7275,True,
30,273.276,1.71945e+006,11,79.024,351.411,31.8732,True,
30,273.276,1.71945e+006,12,77.7069,351.693,28.2673,True,
33,235.535,1.99496e+006,0,608.226,374.682,27.5447,False,
33,235.535,1.99496e+006,1,605.873,372.29,42.0663,False,
36,312.847,1.50196e+006,0,579.066,433.629,10.0822,False,
36,312.847,1.50196e+006,1,579.839,436.178,28.5706,False,
37,26189.1,17942,0,131.098,454.697,52.7485,False,
37,26189.1,17942,1,130.672,454.099,53.5554,False,
38,46.7824,1.0044e+007,0,593.098,463.412,18.4661,False,
38,46.7824,1.0044e+007,1,586.269,466.006,29.6633,False,
40,136.368,3.44571e+006,0,243.787,54.2663,37.6339,True,
40,136.368,3.44571e+006,1,242.535,57.3593,48.518,True,
40,136.368,3.44571e+006,2,245.955,52.451,49.8438,True,
40,136.368,3.44571e+006,3,247.256,52.2515,46.0734,True,
40,136.368,3.44571e+006,4,247.763,50.5196,56.0748,True,
40,136.368,3.44571e+006,5,246.389,53.525,39.9581,True,
40,136.368,3.44571e+006,6,247.229,50.0629,46.6897,True,
40,136.368,3.44571e+006,7,243.94,54.8173,46.083,True,
40,136.368,3.44571e+006,8,246.663,55.2238,38.7708,True,
40,136.368,3.44571e+006,9,245.714,55.6108,42.905,True,
40,136.368,3.44571e+006,10,248.164,51.2548,19.4613,True,
40,136.368,3.44571e+006,11,245.438,54.6093,30.6528,True,
40,136.368,3.44571e+006,12,247.256,53.3372,37.1492,True,
40,136.368,3.44571e+006,13,246.68,59.3403,28.6908,True,
40,136.368,3.44571e+006,14,248.076,55.5639,44.8521,True,
40,136.368,3.44571e+006,15,247.465,60.2721,25.9685,True,
41,98.5758,4.76673e+006,0,377.527,206.641,59.4924,False,
41,98.5758,4.76673e+006,1,374.715,207.541,34.6025,False,
41,98.5758,4.76673e+006,2,381.475,207.488,13.6556,False,
42,207.795,2.26128e+006,0,480.279,226.166,40.1308,True,
42,207.795,2.26128e+006,1,475.096,224.139,36.3408,True,
42,207.795,2.26128e+006,2,467.873,219.337,42.323,True,
42,207.795,2.26128e+006,3,469.357,224.356,52.9226,True,
42,207.795,2.26128e+006,4,468.285,221.632,55.7238,True,
42,207.795,2.26128e+006,5,466.041,221.806,48.6274,True,
42,207.795,2.26128e+006,6,467.111,215.002,75.1573,True,
42,207.795,2.26128e+006,7,464.765,212.891,30.0615,True,
42,207.795,2.26128e+006,8,466.006,219.106,37.2143,True,
42,207.795,2.26128e+006,9,470.695,221.543,61.0891,True,
42,207.795,2.26128e+006,10,469.646,218.533,57.3293,True,
42,207.795,2.26128e+006,11,461.656,218.939,46.3263,True,
42,207.795,2.26128e+006,12,461.711,218.5,40.6261,True,
42,207.795,2.26128e+006,13,460.992,215.833,47.8883,True,
42,207.795,2.26128e+006,14,461.256,216.794,51.9737,True,
42,207.795,2.26128e+006,15,464.296,216.586,40.1961,True,
42,207.795,2.26128e+006,16,469.106,222.006,79.7849,True,
42,207.795,2.26128e+006,17,472.842,226.27,53.8839,True,
42,207.795,2.26128e+006,18,471.098,227.44,53.6501,True,
42,207.795,2.26128e+006,19,471.306,225.192,60.4044,True,
42,207.795,2.26128e+006,20,471.778,225.572,60.0413,True,
42,207.795,2.26128e+006,21,470.34,224.953,62.9787,True,
42,207.795,2.26128e+006,22,469.844,225.691,67.4476,True,
42,207.795,2.26128e+006,23,468.934,226.677,63.0479,True,
42,207.795,2.26128e+006,24,469.29,226.841,68.8037,True,
42,207.795,2.26128e+006,25,469.215,226.72,61.9771,True,
42,207.795,2.26128e+006,26,468.675,225.153,68.079,True,
42,207.795,2.26128e+006,27,468.318,225.973,30.9118,True,
42,207.795,2.26128e+006,28,471.048,226.68,56.3917,True,
42,207.795,2.26128e+006,29,468.209,227.5,30.9118,True,
42,207.795,2.26128e+006,30,460.833,224.01,29.7665,True,
42,207.795,2.26128e+006,31,459.663,224.413,42.5069,True,
42,207.795,2.26128e+006,32,458.362,221,47.5242,True,
42,207.795,2.26128e+006,33,458.79,221.893,43.1156,True,
42,207.795,2.26128e+006,34,458.964,222.125,44.1115,True,
42,207.795,2.26128e+006,35,457.425,220.621,54.9816,True,
42,207.795,2.26128e+006,36,462.086,222.609,67.0698,True,
42,207.795,2.26128e+006,37,462.185,223.397,74.4917,True,
42,207.795,2.26128e+006,38,460.039,221.36,67.1236,True,
42,207.795,2.26128e+006,39,462.132,220.268,61.0412,True,
42,207.795,2.26128e+006,40,462.07,224.14,59.0816,True,
42,207.795,2.26128e+006,41,461.937,224.577,62.4529,True,
42,207.795,2.26128e+006,42,460.513,222.506,62.4639,True,
42,207.795,2.26128e+006,43,460.189,223.115,67.0617,True,
42,207.795,2.26128e+006,44,460.268,222.141,67.6106,True,
42,207.795,2.26128e+006,45,459.636,222.743,69.517,True,
42,207.795,2.26128e+006,46,459.897,222.674,72.5681,True,
42,207.795,2.26128e+006,47,459.591,224.163,66.5625,True,
42,207.795,2.26128e+006,48,459.37,222.95,65.8799,True,
42,207.795,2.26128e+006,49,459.69,223.178,61.3329,True,
42,207.795,2.26128e+006,50,459.966,221.938,59.5805,True,
42,207.795,2.26128e+006,51,459.495,221.219,53.6762,True,
42,207.795,2.26128e+006,52,459.613,221.77,67.1576,True,
42,207.795,2.26128e+006,53,459.728,222.014,66.8021,True,
42,207.795,2.26128e+006,54,460.124,223.305,76.0973,True,
42,207.795,2.26128e+006,55,461.618,225.16,74.2319,True,
42,207.795,2.26128e+006,56,462.04,222.789,67.2169,True,
42,207.795,2.26128e+006,57,459.804,223.515,75.0965,True,
42,207.795,2.26128e+006,58,461.565,224.928,67.5708,True,
42,207.795,2.26128e+006,59,463.223,224.36,63.7214,True,
42,207.795,2.26128e+006,60,461.183,222.506,64.86,True,
42,207.795,2.26128e+006,61,462.162,221.166,33.3298,True,
42,207.795,2.26128e+006,62,459.356,227.371,40.3095,True,
42,207.795,2.26128e+006,63,463.58,221.054,64.8795,True,
42,207.795,2.26128e+006,64,464.608,224.144,83.1547,True,
42,207.795,2.26128e+006,65,468.768,227.639,32.4599,True,
42,207.795,2.26128e+006,66,466.566,229.926,64.4417,True,
42,207.795,2.26128e+006,67,465.064,227.935,67.0256,True,
42,207.795,2.26128e+006,68,462.677,224.939,39.051,True,
42,207.795,2.26128e+006,69,463.967,225.651,58.9852,True,
42,207.795,2.26128e+006,70,461.918,225.234,64.1614,True,
42,207.795,2.26128e+006,71,460.53,221.967,74.1318,True,
42,207.795,2.26128e+006,72,461.401,222.447,73.0603,True,
42,207.795,2.26128e+006,73,460.624,221.9,63.0539,True,
42,207.795,2.26128e+006,74,463.33,220.514,49.5126,True,
42,207.795,2.26128e+006,75,460.861,218.711,35.8263,True,
44,173.601,2.70669e+006,0,49.9901,270.147,38.8463,True,
44,173.601,2.70669e+006,1,54.7162,267.907,56.7428,True,
44,173.601,2.70669e+006,2,47.618,267.325,28.487,True,
44,173.601,2.70669e+006,3,45.3291,266.296,31.2559,True,
44,173.601,2.70669e+006,4,47.3996,267.439,44.1269,True,
44,173.601,2.70669e+006,5,48.4722,267.214,47.7801,True,
44,173.601,2.70669e+006,6,49.2721,266.066,27.8729,True,
46,199.298,2.35769e+006,0,280.635,342.478,48.148,True,
46,199.298,2.35769e+006,1,279.992,341.135,42.7459,True,
46,199.298,2.35769e+006,2,280.063,343.593,45.6403,True,
46,199.298,2.35769e+006,3,281.68,344.197,47.7487,True,
46,199.298,2.35769e+006,4,281.278,340.066,38.9129,True,
46,199.298,2.35769e+006,5,281.014,341.194,42.6988,True,
46,199.298,2.35769e+006,6,280.613,342.712,35.7129,True,
46,199.298,2.35769e+006,7,280.41,340.537,35.4295,True,
46,199.298,2.35769e+006,8,280.583,339.977,39.078,True,
46,199.298,2.35769e+006,9,279.078,340.625,53.9503,True,
46,199.298,2.35769e+006,10,281.873,339.078,41.6823,True,
46,199.298,2.35769e+006,11,283.694,338.848,45.176,True,
46,199.298,2.35769e+006,12,282.571,338.495,46.9625,True,
46,199.298,2.35769e+006,13,284.262,338.051,60.7873,True,
46,199.298,2.35769e+006,14,280.933,336.534,42.4877,True,
46,199.298,2.35769e+006,15,279.088,338.817,32.8418,True,
46,199.298,2.35769e+006,16,278.838,338.749,53.3081,True,
46,199.298,2.35769e+006,17,280.264,338.931,58.9263,True,
46,199.298,2.35769e+006,18,279.099,340.426,59.7518,True,
46,199.298,2.35769e+006,19,281.892,342.861,42.1892,True,
46,199.298,2.35769e+006,20,280.917,343.085,42.3157,True,
46,199.298,2.35769e+006,21,280.385,341.979,39.6208,True,
46,199.298,2.35769e+006,22,277.209,344.426,43.9947,True,
46,199.298,2.35769e+006,23,277.479,345.004,44.5786,True,
46,199.298,2.35769e+006,24,282.829,341.868,55.8929,True,
46,199.298,2.35769e+006,25,279.001,343.917,47.4532,True,
46,199.298,2.35769e+006,26,277.129,344.84,45.0453,True,
46,199.298,2.35769e+006,27,277.37,343.401,38.2195,True,
46,199.298,2.35769e+006,28,278.102,343.316,39.8318,True,
46,199.298,2.35769e+006,29,279.976,343.288,45.4489,True,
46,199.298,2.35769e+006,30,280.838,341.41,55.6969,True,
46,199.298,2.35769e+006,31,278.152,341.738,40.2757,True,
46,199.298,2.35769e+006,32,283.736,342.349,53.7947,True,
46,199.298,2.35769e+006,33,278.261,347.039,22.4644,True,
46,199.298,2.35769e+006,34,279.055,344.399,40.5152,True,
46,199.298,2.35769e+006,35,277.198,346.388,35.1524,True,
46,199.298,2.35769e+006,36,276.877,344.296,40.1181,True,
46,199.298,2.35769e+006,37,279.981,339.866,26.4365,True,
46,199.298,2.35769e+006,38,281.414,341.237,42.5894,True,
46,199.298,2.35769e+006,39,282.349,338.242,52.4259,True,
46,199.298,2.35769e+006,40,284.293,339.337,60.4591,True,
46,199.298,2.35769e+006,41,281.646,344.252,45.5073,True,
46,199.298,2.35769e+006,42,286.116,339.89,62.0161,True,
46,199.298,2.35769e+006,43,288.207,344.191,46.7567,True,
46,199.298,2.35769e+006,44,288.626,339.255,58.028,True,
46,199.298,2.35769e+006,45,280.24,340.871,22.2602,True,
46,199.298,2.35769e+006,46,286.66,339.275,53.9035,True,
46,199.298,2.35769e+006,47,286.434,339.737,51.2483,True,
46,199.298,2.35769e+006,48,288.282,338.585,57.6404,True,
47,98.77,4.75735e+006,0,329.618,423.636,45.4609,False,
47,98.77,4.75735e+006,1,329.2,418.926,26.7096,False,
48,25929.1,18121.9,104,142.576,7.16304,39.9794,False,
48,25929.1,18121.9,105,142.904,7.77241,47.5019,False,
49,764.205,614866,16,357.113,22.7576,36.0812,False,
49,764.205,614866,17,358.673,23.8805,35.3158,False,
50,26189.1,17942,0,198.919,35.5135,31.1391,False,
50,26189.1,17942,1,199.4,35.12,29.4732,False,
50,26189.1,17942,2,199.8,34.8986,55.0887,False,
51,468.841,1.00222e+006,0,11.4991,128.8,53.4574,False,
51,468.841,1.00222e+006,1,13.0531,130.533,47.904,False,
52,151.815,3.09511e+006,0,419.945,159.537,39.3378,True,
52,151.815,3.09511e+006,1,417.214,161.63,36.5753,True,
52,151.815,3.09511e+006,2,424.27,159.442,86.6077,True,
52,151.815,3.09511e+006,3,429.218,158.01,36.4811,True,
52,151.815,3.09511e+006,4,423.316,159.557,37.3322,True,
52,151.815,3.09511e+006,5,425.542,157.98,87.7782,True,
52,151.815,3.09511e+006,6,427.013,159.157,45.006,True,
52,151.815,3.09511e+006,7,429.991,159.358,40.334,True,
52,151.815,3.09511e+006,8,427.115,160.847,62.2902,True,
52,151.815,3.09511e+006,9,426.528,162.602,58.0421,True,
52,151.815,3.09511e+006,10,426.072,162.524,39.1547,True,
52,151.815,3.09511e+006,11,428.224,161.75,55.3927,True,
52,151.815,3.09511e+006,12,428.558,162.597,54.1261,True,
52,151.815,3.09511e+006,13,428.57,161.569,59.8133,True,
52,151.815,3.09511e+006,14,427.959,162.007,58.1312,True,
52,151.815,3.09511e+006,15,424.166,167.168,63.4095,True,
52,151.815,3.09511e+006,16,427.439,161.323,66.5559,True,
52,151.815,3.09511e+006,17,426.26,161.537,45.4279,True,
52,151.815,3.09511e+006,18,428.471,155.572,28.7359,True,
52,151.815,3.09511e+006,19,432.682,156.47,23.9442,True,
52,151.815,3.09511e+006,20,433.25,156.286,22.0558,True,
53,298.892,1.57209e+006,0,323.755,254.461,99.8948,True,
53,298.892,1.57209e+006,1,327.246,254.313,84.6568,True,
53,298.892,1.57209e+006,2,327.455,254.21,71.1047,True,
53,298.892,1.57209e+006,3,328.557,255.226,78.5807,True,
53,298.892,1.57209e+006,4,330.836,254.395,57.1662,True,
53,298.892,1.57209e+006,5,330.272,254.284,65.8499,True,
53,298.892,1.57209e+006,6,328.729,254.986,76.5784,True,
53,298.892,1.57209e+006,7,327.323,253.794,85.6271,True,
53,298.892,1.57209e+006,8,325.403,253.505,84.2652,True,
53,298.892,1.57209e+006,9,326.823,252.16,77.6439,True,
53,298.892,1.57209e+006,10,330.862,252.045,64.5863,True,
53,298.892,1.57209e+006,11,326.394,253.06,46.1207,True,
53,298.892,1.57209e+006,12,333.259,252.561,39.8677,True,
53,298.892,1.57209e+006,13,332.865,252.383,45.8295,True,
53,298.892,1.57209e+006,14,331.198,253.799,43.8808,True,
53,298.892,1.57209e+006,15,327.899,253.504,59.3697,True,
53,298.892,1.57209e+006,16,329.794,251.572,63.4234,True,
53,298.892,1.57209e+006,17,329.035,252.168,75.0561,True,
53,298.892,1.57209e+006,18,328.79,253.84,75.379,True,
53,298.892,1.57209e+006,19,325.859,252.305,80.7027,True,
53,298.892,1.57209e+006,20,324.297,253.837,86.4727,True,
53,298.892,1.57209e+006,21,325.572,253.401,80.5794,True,
53,298.892,1.57209e+006,22,324.254,253.783,79.2932,True,
53,298.892,1.57209e+006,23,323.962,254.658,75.7631,True,
53,298.892,1.57209e+006,24,323.246,253.967,75.4942,True,
53,298.892,1.57209e+006,25,323.124,255.04,80.7369,True,
53,298.892,1.57209e+006,26,322.674,253.426,69.9771,True,
53,298.892,1.57209e+006,27,321.299,252.314,65.3149,True,
53,298.892,1.57209e+006,28,321.635,255.021,54.8718,True,
53,298.892,1.57209e+006,29,325.247,256.889,43.2883,True,
53,298.892,1.57209e+006,30,323.835,257.07,67.6232,True,
53,298.892,1.57209e+006,31,323.982,256.345,56.9453,True,
53,298.892,1.57209e+006,32,327.185,257.674,57.9175,True,
53,298.892,1.57209e+006,33,322.365,257.489,71.2086,True,
53,298.892,1.57209e+006,34,321.934,257.743,50.8278,True,
53,298.892,1.57209e+006,35,322.455,255.833,77.5351,True,
53,298.892,1.57209e+006,36,321.902,256.335,80.4427,True,
53,298.892,1.57209e+006,37,321.497,256.667,83.8783,True,
53,298.892,1.57209e+006,38,322.585,256.088,79.5728,True,
53,298.892,1.57209e+006,39,320.911,256.412,77.4722,True,
53,298.892,1.57209e+006,40,323.138,255.35,58.6196,True,
53,298.892,1.57209e+006,41,324.404,254.39,53.7871,True,
53,298.892,1.57209e+006,42,324.5,253.831,46.7458,True,
53,298.892,1.57209e+006,43,323.507,254.668,71.8629,True,
53,298.892,1.57209e+006,44,322.591,254.76,72.7968,True,
53,298.892,1.57209e+006,45,323.137,254.268,61.7183,True,
53,298.892,1.57209e+006,46,328.76,255.758,56.5419,True,
53,298.892,1.57209e+006,47,327.626,255.184,72.1566,True,
53,298.892,1.57209e+006,48,323.26,251.904,29.6346,True,
53,298.892,1.57209e+006,49,326.955,251.65,35.583,True,
53,298.892,1.57209e+006,50,333.451,256.855,58.1745,True,
53,298.892,1.57209e+006,51,328.378,254.75,76.9117,True,
53,298.892,1.57209e+006,52,329.108,253.852,42.0881,True,
53,298.892,1.57209e+006,53,327.51,251.8,38.7761,True,
53,298.892,1.57209e+006,54,331.028,252.745,45.5582,True,
53,298.892,1.57209e+006,55,328.655,252.052,56.8645,True,
53,298.892,1.57209e+006,56,328.101,254.052,62.8011,True,
53,298.892,1.57209e+006,57,326.554,253.775,51.0418,True,
53,298.892,1.57209e+006,58,329.457,253.822,53.4038,True,
53,298.892,1.57209e+006,59,322.316,251.172,29.427,True,
54,157.128,2.99045e+006,0,623.242,418.702,40.4454,True,
54,157.128,2.99045e+006,1,621.857,420.374,41.9763,True,
54,157.128,2.99045e+006,2,622.284,420.362,44.8923,True,
54,157.128,2.99045e+006,3,624.097,421.065,36.3642,True,
54,157.128,2.99045e+006,4,627.972,418.213,35.5389,True,
54,157.128,2.99045e+006,5,629.224,416.819,28.9249,True,
54,157.128,2.99045e+006,6,623.306,421.266,24.8476,True,
54,157.128,2.99045e+006,7,621.584,419.922,56.3439,True,
54,157.128,2.99045e+006,8,625.782,421.181,57.6617,True,
54,157.128,2.99045e+006,9,622.073,419.206,31.4298,True,
54,157.128,2.99045e+006,10,625.33,421.661,55.4124,True,
54,157.128,2.99045e+006,11,620.235,419.815,45.837,True,
60,169.474,2.7726e+006,1,464.236,187.345,24.7859,False,
60,169.474,2.7726e+006,2,468.266,187.519,48.5229,False,
62,317.583,1.47956e+006,1,570.842,361.409,14.9899,False,
62,317.583,1.47956e+006,2,570.512,359.102,32.8314,False,
62,317.583,1.47956e+006,3,569.017,361.668,39.5924,False,
64,56.0796,8.37887e+006,1,55.0324,404.423,34.9883,False,
64,56.0796,8.37887e+006,2,62.5297,405.708,17.8717,False,
64,56.0796,8.37887e+006,3,60.2783,409.985,35.7358,False,
64,56.0796,8.37887e+006,4,60.7691,403.302,20.6783,False,
67,168.672,2.78578e+006,1,228.653,291.296,35.6738,True,
67,168.672,2.78578e+006,2,224.039,288.233,49.7446,True,
67,168.672,2.78578e+006,3,225.424,286.17,45.3686,True,
67,168.672,2.78578e+006,4,229.851,292.302,30.8622,True,
67,168.672,2.78578e+006,5,230.476,288.105,43.3654,True,
67,168.672,2.78578e+006,6,230.097,290.084,33.0228,True,
67,168.672,2.78578e+006,7,229.136,288.588,51.2975,True,
67,168.672,2.78578e+006,8,227.458,290.34,55.0045,True,
67,168.672,2.78578e+006,9,230.889,289.531,40.6001,True,
67,168.672,2.78578e+006,10,227.137,292.635,37.7992,True,
67,168.672,2.78578e+006,11,226.262,293.766,31.8839,True,
67,168.672,2.78578e+006,12,225.458,292.898,35.8795,True,
67,168.672,2.78578e+006,13,225.134,292.092,39.6895,True,
67,168.672,2.78578e+006,14,226.631,291.536,48.7401,True,
67,168.672,2.78578e+006,15,226.45,292.419,49.7754,True,
67,168.672,2.78578e+006,16,223.017,288.007,60.7845,True,
67,168.672,2.78578e+006,17,227.546,291.92,45.7052,True,
67,168.672,2.78578e+006,18,225.604,293.177,33.4838,True,
67,168.672,2.78578e+006,19,224.9,289.39,51.485,True,
67,168.672,2.78578e+006,20,223.032,287.037,60.6661,True,
67,168.672,2.78578e+006,21,218.745,289.474,51.1671,True,
70,650.787,722024,2,410.824,26.542,21.8743,False,
70,650.787,722024,3,410.576,24.5734,18.5856,False,
73,148.846,3.15684e+006,2,400.463,101.528,28.4511,False,
73,148.846,3.15684e+006,3,399.37,96.0443,29.5851,False,
73,148.846,3.15684e+006,4,398.121,97.8669,35.7911,False,
73,148.846,3.15684e+006,5,399.841,95.3707,30.3838,False,
77,26189.1,17942,2,88.313,185.605,25.9317,False,
77,26189.1,17942,3,87.8905,185.269,19.7911,False,
78,1585.92,296285,3,98.6793,229.254,63.1893,False,
78,1585.92,296285,4,99.6271,230.254,66.4226,False,
83,15449.8,30413.5,2,604.959,375.459,45.5387,False,
83,15449.8,30413.5,3,605.472,376.022,36.083,False,
84,6165.5,76211.7,4,69.6778,428.274,23.4584,False,
84,6165.5,76211.7,5,70.3216,428.908,23.6953,False,
85,181.925,2.58285e+006,2,139.996,455.612,31.5553,True,
85,181.925,2.58285e+006,3,132.535,453.899,43.3866,True,
85,181.925,2.58285e+006,4,136.427,453.302,34.8234,True,
85,181.925,2.58285e+006,5,140.402,457.93,28.2661,True,
85,181.925,2.58285e+006,6,138.1,453.191,39.9897,True,
85,181.925,2.58285e+006,7,139.316,454.249,36.8047,True,
85,181.925,2.58285e+006,8,137.694,457.249,53.9673,True,
85,181.925,2.58285e+006,9,139.32,456.962,56.4569,True,
85,181.925,2.58285e+006,10,137.466,459.885,28.0787,True,
85,181.925,2.58285e+006,11,137.845,458.425,55.6951,True,
85,181.925,2.58285e+006,12,136.569,453.107,42.9288,True,
85,181.925,2.58285e+006,13,135.357,459.055,63.7299,True,
85,181.925,2.58285e+006,14,136.973,456.068,44.4117,True,
85,181.925,2.58285e+006,15,139.917,454.267,30.3255,True,
85,181.925,2.58285e+006,16,142.704,456.104,30.5024,True,
85,181.925,2.58285e+006,17,142.98,457.661,29.3005,True,
85,181.925,2.58285e+006,18,140.015,456.948,40.2546,True,
85,181.925,2.58285e+006,19,141.386,456.658,46.5537,True,
85,181.925,2.58285e+006,20,136.004,453.349,41.5751,True,
85,181.925,2.58285e+006,21,133.441,451.523,37.5714,True,
85,181.925,2.58285e+006,22,131.131,452.783,42.7992,True,
85,181.925,2.58285e+006,23,132.439,452.602,41.8096,True,
85,181.925,2.58285e+006,24,129.647,452.025,46.3058,True,
85,181.925,2.58285e+006,25,130.946,451.462,37.9619,True,
85,181.925,2.58285e+006,26,132.164,453.208,45.4991,True,
85,181.925,2.58285e+006,27,130.634,452.592,37.4888,True,
85,181.925,2.58285e+006,28,130.847,452.092,40.3729,True,
85,181.925,2.58285e+006,29,131.174,450.546,35.0087,True,
85,181.925,2.58285e+006,30,127.729,452.833,11.6322,True,
87,319.942,1.46865e+006,2,516.807,106.668,50.8191,False,
87,319.942,1.46865e+006,3,513.822,106.371,35.4487,False,
90,183.099,2.56629e+006,3,402.837,54.2994,44.8065,True,
90,183.099,2.56629e+006,4,406.808,55.8879,31.281,True,
90,183.099,2.56629e+006,5,405.504,54.998,34.1167,True,
90,183.099,2.56629e+006,6,403.17,52.7588,53.0948,True,
90,183.099,2.56629e+006,7,406.585,54.0045,30.2546,True,
90,183.099,2.56629e+006,8,411.706,52.9077,48.5622,True,
90,183.099,2.56629e+006,9,409.786,50.986,36.1217,True,
90,183.099,2.56629e+006,10,407.82,54.4727,28.1574,True,
90,183.099,2.56629e+006,11,408.156,56.1006,40.3864,True,
90,183.099,2.56629e+006,12,406.98,50.1792,47.5156,True,
90,183.099,2.56629e+006,13,407.418,51.91,40.8318,True,
90,183.099,2.56629e+006,14,406.261,54.6753,35.1641,True,
91,149.412,3.14489e+006,3,430.274,97.0846,35.104,True,
