[Software Info]
Build,NTA 2.3 build 0033

[Sample Information]
Operator,""
Sample Description,"coffee"
Diluent,"aqua dest."
Concentration,"1:4"
Pre-treatmeant,""
Comments,""

[Results Summary]
Total Frames,2700
Processed Frames,2700
Valid Tracks,15564
Overall Drift (nm/s),1568.68
X-Drift (nm/s),-1107.36
Y-Drift (nm/s),1111.08
Calibration (nm/pixel),166

Size data - Model Fit,
Mean (nm),0.00
Standard Deviation (nm),0.00
Diffusion Coefficient Data,
Mode (E4 nm^2/s),280.00
Mean (E4 nm^2/s),733.28
Standard Deviation (E4 nm^2/s),457.79

User Line 1,205
User Line 2,588
Average # centres/frame,220.79
Average # particles/frame,161.46
Equivalent particle concentration (E8 particles/ml),25.10
Selected average # particles/frame,70.57
Selected equivalent particle concentration (E8 particles/ml),10.97

[Settings],
Background Extract,On
Brightness,0
Gain,1.00
Blur Size,Auto,
Detection Threshold Type,Multi,
Detection Threshold,20
Min Track Length,Auto
Min Expected Size (nm),Auto

[Measurement Conditions]
Camera Type,CCD
Camera Shutter (ms),8.00
Camera Gain,300
Frame rate (fps),30.00
Temperature (°C),23.90
Viscosity (cP),0.911

[Warnings]
Low Completed Tracks,No
High Noise,8 frames
Auto max jump,Successful
Drift off,No
Settings Changed Whilst Processing,No
Vibration detected,Vibration detected <~10% error
Additional Errors,None

[Graph Data]
Diffusion Coefficient (E4 nm²/s), Concentration (E6 particles / ml),,
976,1.2200,,
977,1.2180,,
978,1.2159,,
979,1.2139,,
980,1.2119,,
981,1.2099,,
982,1.2079,,
983,1.2060,,
984,1.2040,,
985,1.2021,,
986,1.2002,,
987,1.1983,,
988,1.1964,,
989,1.1946,,
990,1.1928,,
991,1.1910,,
992,1.1892,,
993,1.1874,,
994,1.1857,,
995,1.1839,,
996,1.1822,,
997,1.1805,,
998,1.1788,,
999,1.1772,,
1000,1.1755,,
1001,1.1739,,
1002,1.1723,,
1003,1.1708,,
1004,1.1692,,
1005,1.1677,,
1006,1.1662,,
1007,1.1647,,
1008,1.1632,,
1009,1.1617,,
1010,1.1603,,
1011,1.1589,,
1012,1.1575,,
1013,1.1561,,
1014,1.1547,,
1015,1.1534,,
1016,1.1521,,
1017,1.1507,,
1018,1.1495,,
1019,1.1482,,
1020,1.1469,,
1021,1.1457,,
1022,1.1445,,
1023,1.1433,,
1024,1.1421,,
1025,1.1409,,
1026,1.1398,,
1027,1.1386,,
1028,1.1375,,
1029,1.1364,,
1030,1.1353,,
1031,1.1343,,
1032,1.1332,,
1033,1.1322,,
1034,1.1311,,
1035,1.1301,,
1036,1.1291,,
1037,1.1281,,
1038,1.1272,,
1039,1.1262,,
1040,1.1253,,
1041,1.1243,,
1042,1.1234,,
1043,1.1225,,
1044,1.1216,,
1045,1.1207,,
1046,1.1198,,
1047,1.1190,,
1048,1.1181,,
1049,1.1173,,
1050,1.1164,,
1051,1.1156,,
1052,1.1148,,
1053,1.1140,,
1054,1.1132,,
1055,1.1124,,
1056,1.1116,,
1057,1.1108,,
1058,1.1100,,
1059,1.1093,,
1060,1.1085,,
1061,1.1077,,
1062,1.1070,,
1063,1.1063,,
1064,1.1055,,
1065,1.1048,,
1066,1.1041,,
1067,1.1033,,
1068,1.1026,,
1069,1.1019,,
1070,1.1012,,
1071,1.1005,,
1072,1.0998,,
1073,1.0991,,
1074,1.0984,,
1075,1.0977,,
1076,1.0969,,
1077,1.0962,,
1078,1.0955,,
1079,1.0948,,
1080,1.0941,,
1081,1.0934,,
1082,1.0927,,
1083,1.0920,,
1084,1.0913,,
1085,1.0906,,
1086,1.0899,,
1087,1.0892,,
1088,1.0885,,
1089,1.0878,,
1090,1.0871,,
1091,1.0864,,
1092,1.0856,,
1093,1.0849,,
1094,1.0842,,
1095,1.0835,,
1096,1.0827,,
1097,1.0820,,
1098,1.0812,,
1099,1.0805,,
1100,1.0797,,
1101,1.0790,,
1102,1.0782,,
1103,1.0775,,
1104,1.0767,,
1105,1.0759,,
1106,1.0751,,
1107,1.0743,,
1108,1.0735,,
1109,1.0727,,
1110,1.0719,,
1111,1.0711,,
1112,1.0703,,
1113,1.0694,,
1114,1.0686,,
1115,1.0677,,
1116,1.0669,,
1117,1.0660,,
1118,1.0651,,
1119,1.0643,,
1120,1.0634,,
1121,1.0625,,
1122,1.0616,,
1123,1.0606,,
1124,1.0597,,
1125,1.0588,,
1126,1.0578,,
1127,1.0569,,
1128,1.0559,,
1129,1.0550,,
1130,1.0540,,
1131,1.0530,,
1132,1.0520,,
1133,1.0510,,
1134,1.0500,,
1135,1.0490,,
1136,1.0479,,
1137,1.0469,,
1138,1.0458,,
1139,1.0448,,
1140,1.0437,,
1141,1.0426,,
1142,1.0415,,
1143,1.0404,,
1144,1.0393,,
1145,1.0382,,
1146,1.0370,,
1147,1.0359,,
1148,1.0347,,
1149,1.0336,,
1150,1.0324,,
1151,1.0312,,
1152,1.0300,,
1153,1.0288,,
1154,1.0276,,
1155,1.0264,,
1156,1.0251,,
1157,1.0239,,
1158,1.0226,,
1159,1.0214,,
1160,1.0201,,
1161,1.0188,,
1162,1.0175,,
1163,1.0162,,
1164,1.0149,,
1165,1.0136,,
1166,1.0122,,
1167,1.0109,,
1168,1.0096,,
1169,1.0082,,
1170,1.0068,,
1171,1.0054,,
1172,1.0041,,
1173,1.0027,,
1174,1.0013,,
1175,0.9998,,
1176,0.9984,,
1177,0.9970,,
1178,0.9955,,
1179,0.9941,,
1180,0.9926,,
1181,0.9912,,
1182,0.9897,,
1183,0.9882,,
1184,0.9867,,
1185,0.9852,,
1186,0.9837,,
1187,0.9822,,
1188,0.9807,,
1189,0.9791,,
1190,0.9776,,
1191,0.9761,,
1192,0.9745,,
1193,0.9730,,
1194,0.9714,,
1195,0.9698,,
1196,0.9683,,
1197,0.9667,,
1198,0.9651,,
1199,0.9635,,
1200,0.9619,,
1201,0.9603,,
1202,0.9587,,
1203,0.9571,,
1204,0.9555,,
1205,0.9538,,
1206,0.9522,,
1207,0.9506,,
1208,0.9489,,
1209,0.9473,,
1210,0.9457,,
1211,0.9440,,
1212,0.9424,,
1213,0.9407,,
1214,0.9390,,
1215,0.9374,,
1216,0.9357,,
1217,0.9340,,
1218,0.9324,,
1219,0.9307,,
1220,0.9290,,
1221,0.9273,,
1222,0.9257,,
1223,0.9240,,
1224,0.9223,,
1225,0.9206,,
1226,0.9189,,
1227,0.9173,,
1228,0.9156,,
1229,0.9139,,
1230,0.9122,,
1231,0.9105,,
1232,0.9088,,
1233,0.9071,,
1234,0.9054,,
1235,0.9038,,
1236,0.9021,,
1237,0.9004,,
1238,0.8987,,
1239,0.8970,,
1240,0.8953,,
1241,0.8936,,
1242,0.8920,,
1243,0.8903,,
1244,0.8886,,
1245,0.8869,,
1246,0.8853,,
1247,0.8836,,
1248,0.8819,,
1249,0.8803,,
1250,0.8786,,
1251,0.8770,,
1252,0.8753,,
1253,0.8736,,
1254,0.8720,,
1255,0.8704,,
1256,0.8687,,
1257,0.8671,,
1258,0.8654,,
1259,0.8638,,
1260,0.8622,,
1261,0.8606,,
1262,0.8589,,
1263,0.8573,,
1264,0.8557,,
1265,0.8541,,
1266,0.8525,,
1267,0.8509,,
1268,0.8493,,
1269,0.8478,,
1270,0.8462,,
1271,0.8446,,
1272,0.8430,,
1273,0.8415,,
1274,0.8399,,
1275,0.8384,,
1276,0.8368,,
1277,0.8353,,
1278,0.8338,,
1279,0.8322,,
1280,0.8307,,
1281,0.8292,,
1282,0.8277,,
1283,0.8262,,
1284,0.8247,,
1285,0.8232,,
1286,0.8217,,
1287,0.8202,,
1288,0.8188,,
1289,0.8173,,
1290,0.8158,,
1291,0.8144,,
1292,0.8130,,
1293,0.8115,,
1294,0.8101,,
1295,0.8087,,
1296,0.8072,,
1297,0.8058,,
1298,0.8044,,
1299,0.8030,,
1300,0.8016,,
1301,0.8003,,
1302,0.7989,,
1303,0.7975,,
1304,0.7962,,
1305,0.7948,,
1306,0.7935,,
1307,0.7921,,
1308,0.7908,,
1309,0.7895,,
1310,0.7881,,
1311,0.7868,,
1312,0.7855,,
1313,0.7842,,
1314,0.7829,,
1315,0.7816,,
1316,0.7804,,
1317,0.7791,,
1318,0.7778,,
1319,0.7766,,
1320,0.7753,,
1321,0.7741,,
1322,0.7728,,
1323,0.7716,,
1324,0.7704,,
1325,0.7692,,
1326,0.7679,,
1327,0.7667,,
1328,0.7655,,
1329,0.7643,,
1330,0.7632,,
1331,0.7620,,
1332,0.7608,,
1333,0.7596,,
1334,0.7585,,
1335,0.7573,,
1336,0.7562,,
1337,0.7550,,
1338,0.7539,,
1339,0.7528,,
1340,0.7516,,
1341,0.7505,,
1342,0.7494,,
1343,0.7483,,
1344,0.7472,,
1345,0.7461,,
1346,0.7450,,
1347,0.7439,,
1348,0.7428,,
1349,0.7417,,
1350,0.7407,,
1351,0.7396,,
1352,0.7385,,
1353,0.7375,,
1354,0.7364,,
1355,0.7354,,
1356,0.7343,,
1357,0.7333,,
1358,0.7323,,
1359,0.7312,,
1360,0.7302,,
1361,0.7292,,
1362,0.7282,,
1363,0.7272,,
1364,0.7262,,
1365,0.7252,,
1366,0.7242,,
1367,0.7232,,
1368,0.7222,,
1369,0.7212,,
1370,0.7202,,
1371,0.7192,,
1372,0.7183,,
1373,0.7173,,
1374,0.7163,,
1375,0.7153,,
1376,0.7144,,
1377,0.7134,,
1378,0.7125,,
1379,0.7115,,
1380,0.7106,,
1381,0.7096,,
1382,0.7087,,
1383,0.7078,,
1384,0.7068,,
1385,0.7059,,
1386,0.7049,,
1387,0.7040,,
1388,0.7031,,
1389,0.7022,,
1390,0.7012,,
1391,0.7003,,
1392,0.6994,,
1393,0.6985,,
1394,0.6976,,
1395,0.6967,,
1396,0.6958,,
1397,0.6949,,
1398,0.6940,,
1399,0.6931,,
1400,0.6922,,
1401,0.6913,,
1402,0.6904,,
1403,0.6895,,
1404,0.6886,,
1405,0.6877,,
1406,0.6868,,
1407,0.6859,,
1408,0.6850,,
1409,0.6842,,
1410,0.6833,,
1411,0.6824,,
1412,0.6815,,
1413,0.6806,,
1414,0.6798,,
1415,0.6789,,
1416,0.6780,,
1417,0.6771,,
1418,0.6763,,
1419,0.6754,,
1420,0.6745,,
1421,0.6737,,
1422,0.6728,,
1423,0.6719,,
1424,0.6711,,
1425,0.6702,,
1426,0.6693,,
1427,0.6685,,
1428,0.6676,,
1429,0.6667,,
1430,0.6659,,
1431,0.6650,,
1432,0.6642,,
1433,0.6633,,
1434,0.6624,,
1435,0.6616,,
1436,0.6607,,
1437,0.6599,,
1438,0.6590,,
1439,0.6582,,
1440,0.6573,,
1441,0.6564,,
1442,0.6556,,
1443,0.6547,,
1444,0.6539,,
1445,0.6530,,
1446,0.6522,,
1447,0.6513,,
1448,0.6505,,
1449,0.6496,,
1450,0.6488,,
1451,0.6479,,
1452,0.6471,,
1453,0.6462,,
1454,0.6454,,
1455,0.6445,,
1456,0.6437,,
1457,0.6428,,
1458,0.6420,,
1459,0.6411,,
1460,0.6403,,
1461,0.6394,,
1462,0.6386,,
1463,0.6377,,
1464,0.6369,,
1465,0.6360,,
1466,0.6352,,
1467,0.6343,,
1468,0.6335,,
1469,0.6326,,
1470,0.6318,,
1471,0.6309,,
1472,0.6301,,
1473,0.6292,,
1474,0.6284,,
1475,0.6275,,
1476,0.6267,,
1477,0.6258,,
1478,0.6250,,
1479,0.6241,,
1480,0.6233,,
1481,0.6224,,
1482,0.6216,,
1483,0.6207,,
1484,0.6199,,
1485,0.6190,,
1486,0.6182,,
1487,0.6173,,
1488,0.6165,,
1489,0.6156,,
1490,0.6148,,
1491,0.6139,,
1492,0.6131,,
1493,0.6122,,
1494,0.6114,,
1495,0.6106,,
1496,0.6097,,
1497,0.6089,,
1498,0.6080,,
1499,0.6072,,
1500,0.6063,,
1501,0.6055,,
1502,0.6046,,
1503,0.6038,,
1504,0.6029,,
1505,0.6021,,
1506,0.6012,,
1507,0.6004,,
1508,0.5996,,
1509,0.5987,,
1510,0.5979,,
1511,0.5970,,
1512,0.5962,,
1513,0.5953,,
1514,0.5945,,
1515,0.5937,,
1516,0.5928,,
1517,0.5920,,
1518,0.5911,,
1519,0.5903,,
1520,0.5895,,
1521,0.5886,,
1522,0.5878,,
1523,0.5869,,
1524,0.5861,,
1525,0.5853,,
1526,0.5844,,
1527,0.5836,,
1528,0.5827,,
1529,0.5819,,
1530,0.5811,,
1531,0.5802,,
1532,0.5794,,
1533,0.5785,,
1534,0.5777,,
1535,0.5769,,
1536,0.5760,,
1537,0.5752,,
1538,0.5744,,
1539,0.5735,,
1540,0.5727,,
1541,0.5719,,
1542,0.5710,,
1543,0.5702,,
1544,0.5694,,
1545,0.5686,,
1546,0.5677,,
1547,0.5669,,
1548,0.5661,,
1549,0.5652,,
1550,0.5644,,
1551,0.5636,,
1552,0.5628,,
1553,0.5619,,
1554,0.5611,,
1555,0.5603,,
1556,0.5595,,
1557,0.5587,,
1558,0.5578,,
1559,0.5570,,
1560,0.5562,,
1561,0.5554,,
1562,0.5546,,
1563,0.5537,,
1564,0.5529,,
1565,0.5521,,
1566,0.5513,,
1567,0.5505,,
1568,0.5497,,
1569,0.5488,,
1570,0.5480,,
1571,0.5472,,
1572,0.5464,,
1573,0.5456,,
1574,0.5448,,
1575,0.5440,,
1576,0.5432,,
1577,0.5424,,
1578,0.5416,,
1579,0.5408,,
1580,0.5399,,
1581,0.5391,,
1582,0.5383,,
1583,0.5375,,
1584,0.5367,,
1585,0.5359,,
1586,0.5351,,
1587,0.5343,,
1588,0.5335,,
1589,0.5327,,
1590,0.5319,,
1591,0.5311,,
1592,0.5304,,
1593,0.5296,,
1594,0.5288,,
1595,0.5280,,
1596,0.5272,,
1597,0.5264,,
1598,0.5256,,
1599,0.5248,,
1600,0.5240,,
1601,0.5232,,
1602,0.5224,,
1603,0.5217,,
1604,0.5209,,
1605,0.5201,,
1606,0.5193,,
1607,0.5185,,
1608,0.5177,,
1609,0.5169,,
1610,0.5162,,
1611,0.5154,,
1612,0.5146,,
1613,0.5138,,
1614,0.5130,,
1615,0.5123,,
1616,0.5115,,
1617,0.5107,,
1618,0.5099,,
1619,0.5092,,
1620,0.5084,,
1621,0.5076,,
1622,0.5068,,
1623,0.5061,,
1624,0.5053,,
1625,0.5045,,
1626,0.5038,,
1627,0.5030,,
1628,0.5022,,
1629,0.5014,,
1630,0.5007,,
1631,0.4999,,
1632,0.4991,,
1633,0.4984,,
1634,0.4976,,
1635,0.4968,,
1636,0.4961,,
1637,0.4953,,
1638,0.4946,,
1639,0.4938,,
1640,0.4930,,
1641,0.4923,,
1642,0.4915,,
1643,0.4907,,
1644,0.4900,,
1645,0.4892,,
1646,0.4885,,
1647,0.4877,,
1648,0.4869,,
1649,0.4862,,
1650,0.4854,,
1651,0.4847,,
1652,0.4839,,
1653,0.4831,,
1654,0.4824,,
1655,0.4816,,
1656,0.4809,,
1657,0.4801,,
1658,0.4793,,
1659,0.4786,,
1660,0.4778,,
1661,0.4771,,
1662,0.4763,,
1663,0.4756,,
1664,0.4748,,
1665,0.4740,,
1666,0.4733,,
1667,0.4725,,
1668,0.4718,,
1669,0.4710,,
1670,0.4703,,
1671,0.4695,,
1672,0.4688,,
1673,0.4680,,
1674,0.4672,,
1675,0.4665,,
1676,0.4657,,
1677,0.4650,,
1678,0.4642,,
1679,0.4635,,
1680,0.4627,,
1681,0.4619,,
1682,0.4612,,
1683,0.4604,,
1684,0.4597,,
1685,0.4589,,
1686,0.4582,,
1687,0.4574,,
1688,0.4566,,
1689,0.4559,,
1690,0.4551,,
1691,0.4544,,
1692,0.4536,,
1693,0.4528,,
1694,0.4521,,
1695,0.4513,,
1696,0.4505,,
1697,0.4498,,
1698,0.4490,,
1699,0.4483,,
1700,0.4475,,
1701,0.4467,,
1702,0.4460,,
1703,0.4452,,
1704,0.4444,,
1705,0.4437,,
1706,0.4429,,
1707,0.4421,,
1708,0.4414,,
1709,0.4406,,
1710,0.4398,,
1711,0.4390,,
1712,0.4383,,
1713,0.4375,,
1714,0.4367,,
1715,0.4360,,
1716,0.4352,,
1717,0.4344,,
1718,0.4336,,
1719,0.4329,,
1720,0.4321,,
1721,0.4313,,
1722,0.4305,,
1723,0.4297,,
1724,0.4290,,
1725,0.4282,,
1726,0.4274,,
1727,0.4266,,
1728,0.4258,,
1729,0.4250,,
1730,0.4242,,
1731,0.4235,,
1732,0.4227,,
1733,0.4219,,
1734,0.4211,,
1735,0.4203,,
1736,0.4195,,
1737,0.4187,,
1738,0.4179,,
1739,0.4171,,
1740,0.4163,,
1741,0.4155,,
1742,0.4147,,
1743,0.4139,,
1744,0.4131,,
1745,0.4123,,
1746,0.4115,,
1747,0.4107,,
1748,0.4099,,
1749,0.4091,,
1750,0.4083,,
1751,0.4075,,
1752,0.4066,,
1753,0.4058,,
1754,0.4050,,
1755,0.4042,,
1756,0.4034,,
1757,0.4026,,
1758,0.4017,,
1759,0.4009,,
1760,0.4001,,
1761,0.3993,,
1762,0.3984,,
1763,0.3976,,
1764,0.3968,,
1765,0.3959,,
1766,0.3951,,
1767,0.3943,,
1768,0.3934,,
1769,0.3926,,
1770,0.3918,,
1771,0.3909,,
1772,0.3901,,
1773,0.3892,,
1774,0.3884,,
1775,0.3875,,
1776,0.3867,,
1777,0.3859,,
1778,0.3850,,
1779,0.3841,,
1780,0.3833,,
1781,0.3824,,
1782,0.3816,,
1783,0.3807,,
1784,0.3799,,
1785,0.3790,,
1786,0.3781,,
1787,0.3773,,
1788,0.3764,,
1789,0.3755,,
1790,0.3747,,
1791,0.3738,,
1792,0.3729,,
1793,0.3720,,
1794,0.3711,,
1795,0.3703,,
1796,0.3694,,
1797,0.3685,,
1798,0.3676,,
1799,0.3667,,
1800,0.3658,,
1801,0.3649,,
1802,0.3641,,
1803,0.3632,,
1804,0.3623,,
1805,0.3614,,
1806,0.3605,,
1807,0.3596,,
1808,0.3587,,
1809,0.3578,,
1810,0.3568,,
1811,0.3559,,
1812,0.3550,,
1813,0.3541,,
1814,0.3532,,
1815,0.3523,,
1816,0.3514,,
1817,0.3504,,
1818,0.3495,,
1819,0.3486,,
1820,0.3477,,
1821,0.3467,,
1822,0.3458,,
1823,0.3449,,
1824,0.3439,,
1825,0.3430,,
1826,0.3421,,
1827,0.3411,,
1828,0.3402,,
1829,0.3392,,
1830,0.3383,,
1831,0.3373,,
1832,0.3364,,
1833,0.3354,,
1834,0.3345,,
1835,0.3335,,
1836,0.3326,,
1837,0.3316,,
1838,0.3307,,
1839,0.3297,,
1840,0.3287,,
1841,0.3278,,
1842,0.3268,,
1843,0.3258,,
1844,0.3248,,
1845,0.3239,,
1846,0.3229,,
1847,0.3219,,
1848,0.3209,,
1849,0.3199,,
1850,0.3190,,
1851,0.3180,,
1852,0.3170,,
1853,0.3160,,
1854,0.3150,,
1855,0.3140,,
1856,0.3130,,
1857,0.3120,,
1858,0.3110,,
1859,0.3100,,
1860,0.3090,,
1861,0.3080,,
1862,0.3070,,
1863,0.3060,,
1864,0.3050,,
1865,0.3039,,
1866,0.3029,,
1867,0.3019,,
1868,0.3009,,
1869,0.2999,,
1870,0.2988,,
1871,0.2978,,
1872,0.2968,,
1873,0.2958,,
1874,0.2947,,
1875,0.2937,,
1876,0.2927,,
1877,0.2916,,
1878,0.2906,,
1879,0.2896,,
1880,0.2885,,
1881,0.2875,,
1882,0.2864,,
1883,0.2854,,
1884,0.2843,,
1885,0.2833,,
1886,0.2822,,
1887,0.2812,,
1888,0.2801,,
1889,0.2791,,
1890,0.2780,,
1891,0.2769,,
1892,0.2759,,
1893,0.2748,,
1894,0.2738,,
1895,0.2727,,
1896,0.2716,,
1897,0.2706,,
1898,0.2695,,
1899,0.2684,,
1900,0.2673,,
1901,0.2663,,
1902,0.2652,,
1903,0.2641,,
1904,0.2630,,
1905,0.2620,,
1906,0.2609,,
1907,0.2598,,
1908,0.2587,,
1909,0.2576,,
1910,0.2565,,
1911,0.2554,,
1912,0.2544,,
1913,0.2533,,
1914,0.2522,,
1915,0.2511,,
1916,0.2500,,
1917,0.2489,,
1918,0.2478,,
1919,0.2467,,
1920,0.2456,,
1921,0.2445,,
1922,0.2434,,
1923,0.2423,,
1924,0.2412,,
1925,0.2401,,
1926,0.2390,,
1927,0.2379,,
1928,0.2368,,
1929,0.2357,,
1930,0.2346,,
1931,0.2335,,
1932,0.2323,,
1933,0.2312,,
1934,0.2301,,
1935,0.2290,,
1936,0.2279,,
1937,0.2268,,
1938,0.2257,,
1939,0.2246,,
1940,0.2235,,
1941,0.2223,,
1942,0.2212,,
1943,0.2201,,
1944,0.2190,,
1945,0.2179,,
1946,0.2168,,
1947,0.2157,,
1948,0.2145,,
1949,0.2134,,
1950,0.2123,,
1951,0.2112,,
1952,0.2101,,
1953,0.2090,,
1954,0.2079,,
1955,0.2067,,
1956,0.2056,,
1957,0.2045,,
1958,0.2034,,
1959,0.2023,,
1960,0.2012,,
1961,0.2001,,
1962,0.1989,,
1963,0.1978,,
1964,0.1967,,
1965,0.1956,,
1966,0.1945,,
1967,0.1934,,
1968,0.1923,,
1969,0.1912,,
1970,0.1900,,
1971,0.1889,,
1972,0.1878,,
1973,0.1867,,
1974,0.1856,,
1975,0.1845,,
1976,0.1834,,
1977,0.1823,,
1978,0.1812,,
1979,0.1801,,
1980,0.1790,,
1981,0.1779,,
1982,0.1768,,
1983,0.1757,,
1984,0.1746,,
1985,0.1735,,
1986,0.1724,,
1987,0.1713,,
1988,0.1702,,
1989,0.1691,,
1990,0.1681,,
1991,0.1670,,
1992,0.1659,,
1993,0.1648,,
1994,0.1637,,
1995,0.1626,,
1996,0.1616,,
1997,0.1605,,
1998,0.1594,,
1999,0.1583,,

[Histogram Data]
Binwidth,4
Diffusion Coefficient (E4 nm²/s), Concentration (E6 particles / ml),,
2.0,0.0000,,
6.0,0.0000,,
10.0,0.0000,,
14.0,0.0000,,
18.0,0.0000,,
22.0,0.0000,,
26.0,0.0000,,
30.0,0.0000,,
34.0,0.0000,,
38.0,0.0000,,
42.0,0.0000,,
46.0,0.0000,,
50.0,0.0000,,
54.0,0.0000,,
58.0,0.0000,,
62.0,1.0665,,
66.0,0.0000,,
70.0,0.0000,,
74.0,0.0000,,
78.0,0.0000,,
82.0,0.7046,,
86.0,1.5426,,
90.0,0.0000,,
94.0,0.0000,,
98.0,0.0000,,
102.0,1.0474,,
106.0,0.2476,,
110.0,0.8380,,
114.0,0.2666,,
118.0,0.5332,,
122.0,0.6475,,
126.0,1.9044,,
130.0,1.4283,,
134.0,2.7805,,
138.0,0.7808,,
142.0,1.2569,,
146.0,3.1042,,
150.0,4.9325,,
154.0,3.7518,,
158.0,7.0464,,
162.0,5.3324,,
166.0,4.6468,,
170.0,7.8463,,
174.0,6.2085,,
178.0,9.6555,,
182.0,6.9893,,
186.0,7.3321,,
190.0,5.9228,,
194.0,6.6084,,
198.0,10.4173,,
202.0,7.4273,,
206.0,14.2833,,
210.0,8.1891,,
214.0,11.3124,,
218.0,9.6365,,
222.0,17.5018,,
226.0,12.6836,,
230.0,12.3598,,
234.0,14.6832,,
238.0,12.9692,,
242.0,12.9312,,
246.0,12.7598,,
250.0,13.7310,,
254.0,11.6171,,
258.0,13.8643,,
262.0,12.7978,,
266.0,15.9402,,
270.0,16.5496,,
274.0,15.5402,,
278.0,17.8637,,
282.0,14.6832,,
286.0,14.4738,,
290.0,13.1216,,
294.0,15.0070,,
298.0,15.5022,,
302.0,11.5409,,
306.0,15.3498,,
310.0,15.3308,,
314.0,10.4744,,
318.0,16.2449,,
322.0,16.4925,,
326.0,13.0264,,
330.0,13.1597,,
334.0,11.8456,,
338.0,13.1978,,
342.0,14.3976,,
346.0,13.1406,,
350.0,14.6071,,
354.0,10.1507,,
358.0,12.7217,,
362.0,13.6548,,
366.0,10.2840,,
370.0,10.9886,,
374.0,12.0551,,
378.0,12.0932,,
382.0,15.9021,,
386.0,10.3030,,
390.0,12.2265,,
394.0,9.2175,,
398.0,12.0170,,
402.0,10.6839,,
406.0,12.5312,,
410.0,12.1503,,
414.0,11.2933,,
418.0,11.9789,,
422.0,15.2165,,
426.0,12.4360,,
430.0,10.0364,,
434.0,9.6174,,
438.0,10.1888,,
442.0,11.8266,,
446.0,14.3785,,
450.0,11.9599,,
454.0,11.8266,,
458.0,8.8557,,
462.0,7.6559,,
466.0,10.0555,,
470.0,11.2743,,
474.0,10.1126,,
478.0,12.0551,,
482.0,9.7698,,
486.0,9.0080,,
490.0,10.9886,,
494.0,7.0655,,
498.0,12.2456,,
502.0,8.3415,,
506.0,7.7892,,
510.0,8.1129,,
514.0,8.0748,,
518.0,9.6936,,
522.0,7.5035,,
526.0,8.7604,,
530.0,5.9419,,
534.0,9.3889,,
538.0,10.4173,,
542.0,5.5038,,
546.0,8.5890,,
550.0,5.6562,,
554.0,8.9318,,
558.0,9.2365,,
562.0,10.4363,,
566.0,6.6275,,
570.0,9.2937,,
574.0,5.5800,,
578.0,9.8841,,
582.0,9.5222,,
586.0,5.2563,,
590.0,9.0271,,
594.0,6.7989,,
598.0,9.7127,,
602.0,7.4083,,
606.0,8.9128,,
610.0,6.4561,,
614.0,7.0845,,
618.0,6.2466,,
622.0,6.9512,,
626.0,4.6659,,
630.0,9.3318,,
634.0,5.9038,,
638.0,7.1226,,
642.0,8.4176,,
646.0,5.6943,,
650.0,6.5894,,
654.0,6.5703,,
658.0,7.7511,,
662.0,9.8079,,
666.0,9.0461,,
670.0,7.8844,,
674.0,7.4083,,
678.0,6.3227,,
682.0,6.7417,,
686.0,5.9228,,
690.0,6.7036,,
694.0,5.4086,,
698.0,7.1988,,
702.0,5.9419,,
706.0,7.9415,,
710.0,6.0371,,
714.0,5.6943,,
718.0,4.0945,,
722.0,6.1133,,
726.0,8.2653,,
730.0,8.4748,,
734.0,7.7701,,
738.0,5.5610,,
742.0,5.4848,,
746.0,5.8466,,
750.0,6.7989,,
754.0,6.5894,,
758.0,5.1991,,
762.0,6.0371,,
766.0,5.5991,,
770.0,3.9803,,
774.0,4.7801,,
778.0,7.9415,,
782.0,5.6371,,
786.0,6.1704,,
790.0,8.8557,,
794.0,6.2275,,
798.0,6.6275,,
802.0,3.2756,,
806.0,5.6943,,
810.0,5.7133,,
814.0,6.6846,,
818.0,6.0180,,
822.0,4.2850,,
826.0,5.4277,,
830.0,5.9990,,
834.0,5.6752,,
838.0,7.0464,,
842.0,5.9038,,
846.0,5.9609,,
850.0,5.4848,,
854.0,8.9128,,
858.0,7.3131,,
862.0,5.1420,,
866.0,4.8563,,
870.0,6.0561,,
874.0,3.7708,,
878.0,5.0277,,
882.0,6.9322,,
886.0,7.0274,,
890.0,5.8085,,
894.0,4.8182,,
898.0,6.7417,,
902.0,6.6655,,
906.0,5.7895,,
910.0,5.8085,,
914.0,6.3037,,
918.0,4.6659,,
922.0,6.7798,,
926.0,4.2469,,
930.0,7.0083,,
934.0,4.9896,,
938.0,5.4277,,
942.0,5.8847,,
946.0,4.5897,,
950.0,6.3037,,
954.0,3.5994,,
958.0,5.0849,,
962.0,4.8563,,
966.0,4.2469,,
970.0,4.5707,,
974.0,5.4848,,
978.0,4.7801,,
982.0,3.4090,,
986.0,4.8373,,
990.0,4.9706,,
994.0,3.5613,,
998.0,4.3040,,
1002.0,4.0945,,
1006.0,4.0374,,
1010.0,4.3231,,
1014.0,4.0565,,
1018.0,4.6087,,
1022.0,4.8944,,
1026.0,4.3612,,
1030.0,4.1707,,
1034.0,4.2850,,
1038.0,3.7327,,
1042.0,4.4564,,
1046.0,4.9706,,
1050.0,4.9706,,
1054.0,6.2275,,
1058.0,4.9706,,
1062.0,3.8089,,
1066.0,4.2279,,
1070.0,5.5038,,
1074.0,3.6184,,
1078.0,3.8089,,
1082.0,2.6662,,
