7,0	1,0	2,0	2,0	3,0	7,0	14,0	25,0	45,0	0,0
7,2	0,0	1,0	3,0	4,0	6,0	12,0	24,0	45,0	0,0
7,4	2,0	1,0	2,0	4,0	4,0	8,0	18,0	31,0	0,0
7,6	1,0	2,0	2,0	2,0	6,0	10,0	15,0	28,0	0,0
7,8	1,0	2,0	0,0	3,0	4,0	7,0	11,0	22,0	0,0
8,0	0,0	0,0	1,0	2,0	3,0	7,0	9,0	16,0	0,0
8,2	0,0	1,0	1,0	1,0	4,0	3,0	9,0	14,0	0,0
8,4	0,0	1,0	2,0	1,0	2,0	3,0	7,0	15,0	0,0
8,6	1,0	0,0	1,0	1,0	2,0	4,0	4,0	7,0	0,0
8,8	0,0	2,0	0,0	1,0	2,0	4,0	4,0	7,0	0,0
9,0	0,0	1,0	1,0	1,0	0,0	2,0	4,0	9,0	0,0
9,2	0,0	0,0	1,0	1,0	2,0	3,0	4,0	5,0	0,0
9,4	0,0	0,0	0,0	1,0	1,0	3,0	3,0	7,0	0,0
9,6	1,0	0,0	1,0	1,0	2,0	3,0	4,0	7,0	0,0
9,8	0,0	1,0	0,0	1,0	1,0	1,0	3,0	6,0	0,0
10,0	1,0	1,0	0,0	2,0	2,0	3,0	4,0	5,0	0,0
10,2	0,0	1,0	0,0	2,0	3,0	4,0	4,0	5,0	0,0
10,4	1,0	1,0	0,0	2,0	2,0	3,0	4,0	6,0	0,0
10,6	0,0	0,0	0,0	1,0	1,0	3,0	5,0	9,0	0,0
10,8	0,0	0,0	1,0	1,0	1,0	2,0	4,0	5,0	0,0
11,0	0,0	0,0	1,0	1,0	1,0	3,0	3,0	9,0	0,0
11,2	1,0	1,0	0,0	1,0	1,0	4,0	4,0	8,0	0,0
11,3	1,0	1,0	0,0	1,0	2,0	4,0	5,0	10,0	0,0
11,6	0,0	1,0	1,0	1,0	2,0	3,0	6,0	9,0	0,0
11,8	0,0	0,0	1,0	0,0	1,0	4,0	3,0	12,0	0,0
12,0	0,0	1,0	0,0	1,0	1,0	3,0	7,0	13,0	0,0
12,2	0,0	0,0	1,0	1,0	2,0	6,0	5,0	60,0	0,0
12,4	0,0	0,0	1,0	2,0	2,0	4,0	8,0	120,0	0,0
12,6	0,0	0,0	2,0	1,0	3,0	2,0	6,0	296,0	0,0
12,8	0,0	1,0	0,0	1,0	2,0	4,0	8,0	335,0	0,0
13,0	0,0	0,0	1,0	0,0	2,0	4,0	22,0	450,0	0,0
13,2	0,0	0,0	1,0	1,0	2,0	1,0	80,0	501,0	0,0
13,4	0,0	0,0	0,0	1,0	2,0	2,0	170,0	566,0	0,0
13,6	0,0	0,0	1,0	1,0	3,0	2,0	244,0	604,0	0,0
13,8	1,0	1,0	1,0	1,0	2,0	6,0	326,0	665,0	0,0
14,0	1,0	1,0	1,0	1,0	3,0	12,0	385,0	710,0	0,0
14,2	0,0	1,0	2,0	2,0	2,0	50,0	446,0	782,0	0,0
14,4	0,0	0,0	0,0	1,0	4,0	130,0	483,0	761,0	0,0
14,6	0,0	1,0	1,0	2,0	3,0	189,0	506,0	803,0	0,0
14,8	1,0	0,0	1,0	1,0	2,0	245,0	582,0	848,0	0,0
15,0	0,0	1,0	1,0	2,0	4,0	299,0	598,0	850,0	0,0
15,2	0,0	2,0	1,0	1,0	6,0	308,0	581,0	835,0	0,0
15,4	0,0	1,0	2,0	2,0	29,0	349,0	629,0	847,0	0,0
15,6	0,0	0,0	2,0	1,0	74,0	393,0	631,0	830,0	0,0
15,8	0,0	1,0	1,0	0,0	121,0	442,0	679,0	881,0	0,0
16,0	0,0	0,0	2,0	1,0	157,0	444,0	629,0	846,0	0,0
16,2	1,0	1,0	1,0	2,0	193,0	439,0	652,0	844,0	0,0
16,4	0,0	0,0	1,0	2,0	228,0	457,0	646,0	843,0	0,0
16,6	0,0	1,0	1,0	2,0	268,0	492,0	669,0	878,0	0,0
16,7	0,0	1,0	1,0	5,0	272,0	439,0	617,0	794,0	0,0
17,0	0,0	0,0	1,0	33,0	319,0	541,0	718,0	898,0	0,0
17,2	0,0	0,0	1,0	64,0	292,0	475,0	653,0	781,0	0,0
17,4	1,0	1,0	1,0	118,0	339,0	530,0	705,0	836,0	0,0
17,6	0,0	0,0	1,0	133,0	357,0	549,0	745,0	903,0	0,0
17,7	0,0	1,0	1,0	141,0	360,0	598,0	844,0	1023,0	0,0
18,0	1,0	0,0	1,0	208,0	608,0	1045,0	1564,0	2052,0	0,0
18,2	0,0	0,0	1,0	225,0	657,0	1225,0	1775,0	2409,0	0,0
18,4	0,0	1,0	3,0	232,0	483,0	754,0	1049,0	1348,0	0,0
18,6	1,0	1,0	5,0	241,0	414,0	638,0	773,0	948,0	0,0
18,8	0,0	0,0	9,0	240,0	430,0	570,0	728,0	881,0	0,0
19,0	0,0	1,0	47,0	291,0	480,0	677,0	831,0	993,0	0,0
19,2	0,0	2,0	68,0	284,0	428,0	584,0	767,0	898,0	0,0
19,4	0,0	1,0	99,0	306,0	461,0	636,0	791,0	937,0	0,0
19,6	0,0	1,0	109,0	304,0	486,0	627,0	797,0	904,0	0,0
19,8	0,0	1,0	116,0	316,0	469,0	619,0	771,0	896,0	0,0
20,0	0,0	0,0	157,0	341,0	550,0	803,0	995,0	1259,0	0,0
20,2	0,0	1,0	168,0	374,0	832,0	1377,0	2053,0	2656,0	0,0
