.12186934340515546190	5,0	2,0	9,0	6,0	13,0	21,0	37,0	57,0	90,0
.12533323356431245061	1,0	3,0	4,0	8,0	11,0	20,0	32,0	58,0	92,0
.12879559657757121544	3,0	2,0	8,0	7,0	11,0	21,0	26,0	48,0	77,0
.13225639025713109500	3,0	4,0	7,0	7,0	6,0	19,0	27,0	47,0	70,0
.13571557243431326375	2,0	3,0	2,0	6,0	8,0	14,0	21,0	34,0	57,0
.13917310096007454407	2,0	3,0	4,0	7,0	8,0	14,0	19,0	27,0	48,0
.14262893370552097904	0,0	2,0	3,0	3,0	5,0	13,0	17,0	30,0	41,0
.14608302856242115973	0,0	3,0	5,0	5,0	6,0	10,0	16,0	20,0	34,0
.14953534344371930069	1,0	2,0	3,0	4,0	3,0	8,0	15,0	18,0	21,0
.15298583628404805746	1,0	1,0	2,0	1,0	3,0	8,0	6,0	14,0	16,0
.15643446504024107980	1,0	1,0	2,0	4,0	2,0	6,0	10,0	10,0	14,0
.15988118769184529437	1,0	2,0	1,0	4,0	3,0	5,0	8,0	10,0	18,0
.16332596224163291076	0,0	0,0	4,0	3,0	5,0	4,0	6,0	11,0	20,0
.16676874671611314435	1,0	1,0	3,0	2,0	5,0	6,0	7,0	6,0	12,0
.17020949916604365017	1,0	1,0	1,0	2,0	4,0	3,0	8,0	4,0	7,0
.17364817766694166108	0,0	2,0	1,0	3,0	2,0	3,0	5,0	7,0	6,0
.17708474031959482443	1,0	1,0	2,0	2,0	3,0	1,0	5,0	8,0	12,0
.18051914525057173068	1,0	1,0	1,0	2,0	3,0	6,0	3,0	9,0	7,0
.18395135061273212802	1,0	1,0	2,0	1,0	1,0	4,0	7,0	8,0	13,0
.18738131458573681649	1,0	2,0	0,0	0,0	2,0	6,0	4,0	6,0	12,0
.19080899537655721567	1,0	3,0	2,0	4,0	4,0	4,0	6,0	9,0	10,0
.19423435121998459954	1,0	2,0	2,0	2,0	4,0	3,0	8,0	6,0	17,0
.19594614424253041844	1,0	2,0	1,0	1,0	3,0	5,0	6,0	7,0	11,0
