3,271.479,1.77269e+006,0,163.758,45.2282,31.4484,True,
7,213.834,2.25057e+006,0,278.289,99.3196,41.483,True,
15,46.8684,1.02681e+007,0,368.802,150.1,50.6317,True,
46,218.515,2.20236e+006,0,307.04,248.918,14.0077,True,
49,180.049,2.67287e+006,0,63.4493,272.347,36.2535,True,
53,176.242,2.73061e+006,0,491.687,298.48,69.3894,True,
60,105.077,4.57996e+006,0,192.588,309.636,38.501,True,
61,83.6819,5.75092e+006,0,85.2286,313.499,52.9222,True,
74,221.132,2.17629e+006,0,404.451,361.89,35.0631,True,
77,124.122,3.87722e+006,0,89.7154,371.488,36.3425,True,
78,65.132,7.38881e+006,0,297.474,374.723,57.7143,True,
82,65.1496,7.38681e+006,0,174.109,391.108,30.5794,True,
87,88.4414,5.44143e+006,0,95.2766,408.989,56.5901,True,
88,129.881,3.70529e+006,0,141.7,407.292,45.6931,True,
90,92.3356,5.21194e+006,0,327.457,424.932,39.6974,True,
92,76.2712,6.30969e+006,0,470.099,429.107,53.2734,True,
94,126.979,3.78998e+006,0,399.221,441.39,31.082,True,
98,104.11,4.62249e+006,0,384.865,460.745,19.5899,True,
106,70.585,6.81799e+006,1,243.468,119.478,22.8208,True,
111,208.67,2.30626e+006,1,493.385,179.8,26.393,True,
133,71.2328,6.75598e+006,1,126.492,445.488,36.9417,True,
140,95.285,5.05061e+006,1,28.9653,372.744,48.5693,True,
141,134.477,3.57866e+006,2,144.038,31.8188,18.4151,True,
175,134.21,3.58577e+006,2,96.2997,459.116,37.5196,True,
177,178.034,2.70312e+006,2,563.268,469.004,35.6736,True,
187,148.76,3.23507e+006,3,201.888,159.729,19.5974,True,
194,60.9492,7.89588e+006,3,544.945,211.294,25.6136,True,
200,212.673,2.26286e+006,3,173.353,246.815,40.1041,True,
209,104.363,4.61128e+006,3,224.348,273.227,54.7338,True,
211,123.426,3.8991e+006,3,598.672,280.835,39.8856,True,
213,74.555,6.45493e+006,3,397.424,301.804,19.6498,True,
215,93.9262,5.12368e+006,3,28.535,335.433,64.5072,True,
216,55.7405,8.63371e+006,3,599.555,338.294,42.0352,True,
221,59.86,8.03955e+006,3,216.26,372.196,11.5543,True,
223,87.5551,5.49651e+006,3,430.453,402.187,26.6477,True,
225,225.574,2.13344e+006,3,461.667,467.388,35.2886,True,
263,164.293,2.9292e+006,4,428.369,440.754,39.1704,True,
271,92.7291,5.18983e+006,5,453.178,101.825,18.5779,True,
274,70.5839,6.8181e+006,5,179.824,151.629,35.7681,True,
298,94.2055,5.10849e+006,5,219.987,339.393,45.2961,True,
300,154.807,3.10869e+006,5,76.2502,344.96,23.3332,True,
318,174.897,2.75161e+006,6,166.993,189.261,27.5261,True,
332,52.7039,9.13116e+006,6,322.223,342.603,37.2051,True,
334,116.113,4.14467e+006,6,566.574,365.844,51.617,True,
336,136.562,3.52402e+006,6,188.802,384.09,29.1911,True,
355,158.459,3.03706e+006,7,229.706,129.501,27.5101,True,
