2,146.631,3.26473e+006,0,416.473,39.9218,30.8948,True,
5,218.567,2.19022e+006,0,386.444,71.1313,20.8571,True,
15,97.8523,4.89217e+006,0,326.213,131.187,32.5093,True,
30,198.786,2.40817e+006,0,129.713,179.202,53.4537,True,
41,132.073,3.62459e+006,0,185.416,214.766,61.5073,True,
43,219.752,2.17841e+006,0,439.663,223.96,47.1267,True,
55,104.078,4.59951e+006,0,472.673,280.219,44.702,True,
61,70.4637,6.79372e+006,0,460.99,299.633,58.8159,True,
62,187.85,2.54836e+006,0,160.549,299.439,27.855,True,
67,176.474,2.71264e+006,0,203.168,314.324,39.5324,True,
68,95.1361,5.03185e+006,0,425.822,320.119,23.1658,True,
85,127.251,3.76195e+006,0,342.276,403.995,50.3451,True,
97,64.7225,7.39634e+006,0,374.142,438.809,32.9335,True,
100,189.979,2.5198e+006,0,259.221,458.505,36.0279,True,
108,86.1258,5.55827e+006,1,204.093,69.919,10.0302,True,
112,217.607,2.19988e+006,1,221.818,135.985,24.4639,True,
119,188.478,2.53988e+006,1,262.918,277.119,57.1492,True,
142,155.715,3.07428e+006,2,38.8777,125.696,30.1563,True,
146,232.345,2.06034e+006,2,292.303,169.214,61.0519,True,
148,230.123,2.08024e+006,2,362.681,166.091,41.311,True,
151,73.871,6.48035e+006,2,294.108,227.299,50.8198,True,
165,136.309,3.51195e+006,2,507.897,404.692,31.1221,True,
166,88.2303,5.42569e+006,2,571.223,425.708,48.1883,True,
167,49.5333,9.66441e+006,2,586.42,468.942,26.9437,True,
180,159.811,2.99547e+006,3,504.75,217.327,29.6355,True,
186,150.531,3.18014e+006,3,50.8433,296.735,41.6579,True,
198,172.378,2.77709e+006,3,129.967,453.497,58.381,True,
199,47.8367,1.00072e+007,3,391.01,453.512,51.4674,True,
212,237.995,2.01143e+006,4,198.812,143.699,18.1014,True,
232,61.8424,7.74081e+006,4,603.311,339.045,14.4515,True,
257,142.193,3.36662e+006,5,154.987,266.422,22.0217,True,
261,178.32,2.68456e+006,5,115.303,333.393,30.3771,True,
263,125.117,3.8261e+006,5,189.991,338.205,20.042,True,
265,236.744,2.02205e+006,5,515.52,379.707,52.4763,True,
304,183.989,2.60185e+006,6,17.2256,276.977,25.1331,True,
309,96.2592,4.97314e+006,6,259.831,322.907,67.4598,True,
327,166.765,2.87057e+006,7,335.303,100.405,44.8578,True,
331,226.586,2.11271e+006,7,474.136,121.081,32.187,True,
342,37.9956,1.25991e+007,7,545.738,237.864,84.8659,True,
373,61.9599,7.72613e+006,7,383.562,445.144,73.0407,True,
380,194.66,2.45921e+006,8,427.457,81.0736,27.8523,True,
387,85.6504,5.58911e+006,8,564.38,181.969,16.2501,True,
392,189.299,2.52886e+006,8,137.266,242.48,35.2844,True,
412,120.876,3.96035e+006,8,405.828,416.391,17.7325,True,
417,191.823,2.49558e+006,9,595.66,26.4898,9.28499,True,
423,86.3492,5.54389e+006,9,557.488,114.935,26.7193,True,
430,189.022,2.53256e+006,9,349.441,181.043,29.5263,True,
431,52.4083,9.13425e+006,9,248.76,182.808,33.9025,True,
435,129.652,3.69227e+006,9,130.406,196.886,54.821,True,
453,34.5887,1.38401e+007,9,194.377,391.414,42.0876,True,
482,321.27,1.49005e+006,10,35.3958,234.724,45.4853,True,
497,47.0319,1.01784e+007,10,346.785,377.841,39.3817,True,
535,81.1128,5.90179e+006,11,592.812,326.794,37.5411,True,
536,174.055,2.75033e+006,11,442.678,327.583,35.2303,True,
541,60.188,7.95358e+006,11,573.987,436.835,79.5805,True,
556,188.025,2.54599e+006,12,516.722,250.283,34.3651,True,
569,182.56,2.62221e+006,12,558.407,385.813,50.4165,True,
579,128.078,3.73765e+006,12,200.269,463.535,43.0228,True,
584,176.983,2.70484e+006,13,544.859,75.2865,26.2423,True,
600,92.9185,5.15193e+006,13,483.585,278.365,54.8959,True,
617,61.9887,7.72254e+006,13,400.186,441.805,71.4572,True,
635,58.6489,8.1623e+006,14,361.224,154.727,60.3418,True,
637,38.3607,1.24792e+007,14,286.886,164.473,31.8498,True,
644,36.8004,1.30083e+007,14,131.694,278.643,34.3651,True,
654,92.7302,5.1624e+006,14,606.882,330.672,24.9219,True,
661,144.333,3.3167e+006,14,136.383,396.722,24.9013,True,
663,74.7823,6.40139e+006,14,47.2155,407.367,35.0066,True,
682,59.8578,7.99746e+006,15,397.84,223.66,14.2931,True,
688,174.839,2.738e+006,15,410.511,322.113,35.4899,True,
695,85.0267,5.63011e+006,15,373.491,450.953,61.5729,True,
706,84.1569,5.6883e+006,16,206.676,131.122,21.9716,True,
707,103.146,4.6411e+006,16,569.042,131.124,23.6396,True,
710,130.414,3.67071e+006,16,250.097,178.937,28.6964,True,
744,144.796,3.30611e+006,0,287.396,269.413,42.9887,True,
751,116.41,4.11226e+006,17,521.315,102.703,22.025,True,
757,62.629,7.64359e+006,17,586.82,177.402,13.0355,True,
808,138.667,3.45224e+006,18,14.966,263.014,33.4292,True,
825,73.3984,6.52208e+006,18,270.619,454.251,40.2284,True,
829,125.345,3.81913e+006,18,153.706,468.23,60.0123,True,
838,132.41,3.61535e+006,19,455.663,191.269,40.4669,True,
839,113.653,4.21204e+006,19,329.388,192.384,18.3712,True,
846,56.676,8.44644e+006,19,148.875,269.767,83.1491,True,
849,87.5289,5.46916e+006,19,320.616,304.078,63.2775,True,
851,76.8106,6.23235e+006,19,518.851,306.359,33.067,True,
853,104.078,4.59955e+006,19,427.631,308.434,33.1269,True,
858,77.3337,6.19019e+006,19,324.513,369.525,41.0721,True,
