7,64.6949,7.37994e+006,0,265.545,27.7291,21.204,True,
8,99.3124,4.80749e+006,0,373.656,41.7098,42.1876,True,
11,73.4083,6.50395e+006,0,330.839,59.3786,71.0007,True,
19,120.1,3.97539e+006,0,359.243,87.5824,100.762,True,
28,139.446,3.42387e+006,0,408.782,105.941,61.1374,True,
35,57.0359,8.37094e+006,0,239.931,135.68,112.495,True,
40,94.783,5.03723e+006,0,548.885,141.72,90.3148,True,
41,140.237,3.40455e+006,0,154.518,141.992,57.1107,True,
54,75.1756,6.35105e+006,0,50.3696,183.024,67.5387,True,
65,140.029,3.4096e+006,0,630.5,209.296,29.6052,True,
74,78.0651,6.11597e+006,0,349.349,264.264,68.6523,True,
88,65.8272,7.25298e+006,0,390.421,306.667,30.2021,True,
100,94.4824,5.05326e+006,0,271.982,363.187,41.7017,True,
103,127.171,3.75434e+006,0,16.0576,378,50.2193,True,
109,167.69,2.84717e+006,0,584.098,396.702,73.8045,True,
110,139.977,3.41089e+006,0,518.618,393.907,49.7261,True,
119,28.6169,1.6684e+007,0,300.107,450.932,66.4778,True,
120,166.516,2.86725e+006,0,140.037,454.002,47.1294,True,
121,191.47,2.49356e+006,0,557.099,453.297,24.917,True,
122,42.0418,1.13564e+007,0,422.445,459.339,79.6242,True,
123,97.2394,4.90999e+006,0,399.76,464.642,38.3013,True,
137,99.9545,4.77661e+006,1,77.6444,65.2954,35.2559,True,
138,74.5042,6.40828e+006,1,615.19,69.3953,57.3123,True,
144,56.3465,8.47336e+006,1,583.114,107.033,47.5632,True,
159,89.1733,5.35412e+006,1,53.6641,233.231,48.5201,True,
164,33.9856,1.40484e+007,1,310.608,307.21,111.478,True,
168,33.6261,1.41986e+007,1,177.194,326.07,116.607,True,
170,189.2,2.52349e+006,1,513.869,341.021,78.6962,True,
172,39.6259,1.20488e+007,1,67.04,366.969,68.5948,True,
189,29.9053,1.59652e+007,2,255.917,85.1459,86.4376,True,
197,33.248,1.43601e+007,2,223.029,129.965,79.6222,True,
202,53.437,8.9347e+006,2,455.245,141.726,29.2401,True,
204,40.917,1.16686e+007,2,479.602,152.456,57.2185,True,
217,45.5568,1.04802e+007,2,401.24,231.716,92.9492,True,
231,80.8579,5.90473e+006,2,603.866,303.986,90.4075,True,
232,64.3516,7.4193e+006,2,263.224,305.755,86.7313,True,
275,107.756,4.43079e+006,3,39.9464,39.7027,22.0513,True,
277,65.4924,7.29006e+006,3,192.973,55.3884,58.3449,True,
303,31.8263,1.50015e+007,3,179.421,286.793,96.3524,True,
314,31.3719,1.52189e+007,3,516.623,307.047,62.6862,True,
315,114.089,4.18483e+006,3,358.148,319.112,44.0739,True,
318,113.766,4.19674e+006,3,423.093,352.14,90.3585,True,
341,116.084,4.11293e+006,4,558.946,43.5619,45.3424,True,
347,39.8027,1.19953e+007,4,113.92,80.1399,54.1867,True,
349,27.0788,1.76316e+007,4,54.999,93.9743,17.5246,True,
360,106.916,4.46559e+006,4,233.923,187.158,111.293,True,
385,58.3425,8.18347e+006,4,55.3733,303.144,59.8446,True,
392,47.6708,1.00154e+007,4,200.836,374.436,38.8338,True,
396,24.9783,1.91143e+007,4,421.433,401.205,56.4653,True,
410,89.1757,5.35397e+006,5,145.867,25.6606,83.9095,True,
424,57.3748,8.3215e+006,5,507.048,120.036,99.1085,True,
431,28.8042,1.65755e+007,5,295.493,186.861,57.2295,True,
442,45.0727,1.05928e+007,5,327.508,284.795,78.3158,True,
463,29.8035,1.60197e+007,5,443.753,371.978,66.4683,True,
491,65.8002,7.25596e+006,6,286.077,87.6671,24.9043,True,
493,27.4169,1.74142e+007,6,321.533,117.669,123.967,True,
494,55.2991,8.63384e+006,6,182.951,137.955,113.063,True,
502,28.6754,1.665e+007,6,453.611,202.5,34.9815,True,
528,24.347,1.961e+007,6,407.435,347.386,35.497,True,
535,53.7767,8.87826e+006,6,380.235,395.564,61.3257,True,
551,69.1925,6.90022e+006,7,495.701,14.9169,50.7045,True,
560,35.3582,1.35031e+007,7,49.9923,65.739,23.4808,True,
572,28.2393,1.69071e+007,7,69.9094,145.464,85.7881,True,
608,60.468,7.89581e+006,7,432.008,317.141,43.8655,True,
622,73.6149,6.4857e+006,7,262.022,435.819,61.4441,True,
633,67.4998,7.07327e+006,8,264.598,36.4008,20.2668,True,
642,174.52,2.73576e+006,8,471.975,79.5636,45.7759,True,
658,60.0703,7.94809e+006,8,352.146,198.796,48.4027,True,
666,23.1412,2.06318e+007,8,447.043,248.661,19.3333,True,
676,105.97,4.50547e+006,8,398.429,310.251,50.3104,True,
677,194.349,2.45663e+006,8,569.994,320.008,62.0632,True,
693,53.1988,8.9747e+006,8,592.547,417.76,41.6676,True,
698,20.408,2.33949e+007,8,300.594,445.995,41.3975,True,
699,90.9302,5.25066e+006,8,139.216,454.093,26.6509,True,
702,167.223,2.85513e+006,9,410.476,11.2647,49.5702,True,
728,62.2247,7.6729e+006,9,99.3981,153.551,83.4015,True,
753,56.7373,8.415e+006,9,468.998,257.079,25.9238,True,
782,36.1587,1.32041e+007,10,626.097,16.343,34.8049,True,
786,101.426,4.70731e+006,10,380.785,60.8771,47.5565,True,
790,61.4559,7.76888e+006,10,443.41,87.7942,53.1446,True,
802,64.644,7.38574e+006,10,226.516,135.943,135.946,True,
803,41.7597,1.14331e+007,10,433.252,116.278,62.1268,True,
813,57.4783,8.30651e+006,10,434.397,183.244,37.2771,True,
821,69.7713,6.84298e+006,10,325.016,230.413,34.6457,True,
833,47.2159,1.01119e+007,10,8.42126,281.192,22.8396,True,
843,37.2363,1.2822e+007,10,163.644,331.617,83.6625,True,
849,42.7324,1.11729e+007,10,600.599,379.09,144.037,True,
868,27.9749,1.70669e+007,3,346.411,13.7129,45.3076,True,
870,173.307,2.7549e+006,11,162.702,7.19897,18.3266,True,
880,43.9719,1.08579e+007,11,563.493,102.896,38.0572,True,
890,47.0274,1.01525e+007,11,240.992,199.579,82.1072,True,
904,18.6149,2.56485e+007,11,223.918,271.316,30.4729,True,
947,31.8828,1.4975e+007,12,265.595,69.9398,98.714,True,
950,40.178,1.18832e+007,12,115.306,73.3002,28.6782,True,
953,18.7932,2.54051e+007,12,332.191,136.997,165.063,True,
963,31.9958,1.49221e+007,12,242.037,175.565,62.3679,True,
964,62.8699,7.59416e+006,12,502.604,174.523,43.5438,True,
